row_label_raw,row_label_full,col_0,Số đầu nămTriệu đồng,Phát sinh trong năm > Số phải nộpTriệu đồng,Phát sinh trong năm > Số đã nộpTriệu đồng,Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng,numeric__Số cuối nămTriệu đồng
Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,(242.640),1.955.417,(784.771),928.006,-242640.0,1955417.0,-784771.0,928006.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,131.599,507.641,(578.927),60.313,131599.0,507641.0,-578927.0,60313.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,67.471,666.317,(677.085),56.703,67471.0,666317.0,-677085.0,56703.0
,,,(43.570),3.129.375,(2.040.783),1.045.022,-43570.0,3129375.0,-2040783.0,1045022.0
Trong đó:Tạm ứng thuế,Trong đó:Tạm ứng thuế,Trong đó:Tạm ứng thuế,(345.860),,,-,-345860.0,,,
Thuế và các khoảnphải nộp Nhà nước,Thuế và các khoảnphải nộp Nhà nước,Thuế và các khoảnphải nộp Nhà nước,302.290,,,1.045.022,302290.0,,,1045022.0
