row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,5.882.677,7.996.176,5882677.0,7996176.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,1.826.531,3.019.954,1826531.0,3019954.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,940.014,1.021.602,940014.0,1021602.0
Dịch vụ hoa hồng hợp tác bảo hiểm,Dịch vụ hoa hồng hợp tác bảo hiểm,Dịch vụ hoa hồng hợp tác bảo hiểm,796.010,1.764.948,796010.0,1764948.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,208.754,251.183,208754.0,251183.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,2.111.368,1.938.489,2111368.0,1938489.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(3.498.817),(3.117.254),-3498817.0,-3117254.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,(2.356.447),(2.043.497),-2356447.0,-2043497.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(495.189),(512.063),-495189.0,-512063.0
Hoa hồng môi giới,Hoa hồng môi giới,Hoa hồng môi giới,(145.540),(97.709),-145540.0,-97709.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,(45.879),(49.713),-45879.0,-49713.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(41.726),(124.944),-41726.0,-124944.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(414.036),(289.328),-414036.0,-289328.0
,,,2.383.860,4.878.922,2383860.0,4878922.0
