row_label_raw,row_label_full,col_0,Vốn điều lệTriệu đồng,Vốn đầu tưXDCB vàmua sắmTSCDTriệu đồng,Thặng dưvớncổ phầnTriệu đồng,Vốn khácTriệu đồng,Quỹdự phòngtài chínhTriệu đồng,Quỹ dự trữbổ sungvốn điều lệTriệu đồng,Quỹ đầu tưphát triểnTriệu đồng,Chênh lệchty giáhối đoáiTriệu đồng,Lợi nhuậnchưaphân phốiTriệu đồng,Tổng cộngTriệu đồng,numeric__Vốn điều lệTriệu đồng,numeric__Vốn đầu tưXDCB vàmua sắmTSCDTriệu đồng,numeric__Thặng dưvớncổ phầnTriệu đồng,numeric__Vốn khácTriệu đồng,numeric__Quỹdự phòngtài chínhTriệu đồng,numeric__Quỹ dự trữbổ sungvốn điều lệTriệu đồng,numeric__Quỹ đầu tưphát triểnTriệu đồng,numeric__Chênh lệchty giáhối đoáiTriệu đồng,numeric__Lợi nhuậnchưaphân phốiTriệu đồng,numeric__Tổng cộngTriệu đồng
Số đầu năm,Số đầu năm,Số đầu năm,18.852.157,1.121,1.747.651,653,2.415.830,1.394.043,83.479,118.046,13.395.134,38.008.114,18852157.0,1121.0,1747651.0,653.0,2415830.0,1394043.0,83479.0,118046.0,13395134.0,38008114.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,-,-,-,-,-,-,7.469.356,7.469.356,,,,,,,,,7469356.0,7469356.0
Trích lập các quỹcho năm trước,Trích lập các quỹcho năm trước,Trích lập các quỹcho năm trước,-,-,-,-,446.935,235.229,-,-,(682.164),-,,,,,446935.0,235229.0,,,-682164.0,
"Trích lập Quỹkhen thưởng,phúc lợi","Trích lập Quỹkhen thưởng,phúc lợi","Trích lập Quỹkhen thưởng,phúc lợi",-,-,-,-,-,-,-,-,(520.488),(520.488),,,,,,,,,-520488.0,-520488.0
Số cuối năm,Số cuối năm,Số cuối năm,18.852.157,1.121,1.747.651,653,2.862.765,1.629.272,83.479,118.046,19.661.838,44.956.982,18852157.0,1121.0,1747651.0,653.0,2862765.0,1629272.0,83479.0,118046.0,19661838.0,44956982.0
