row_label_raw,row_label_full,col_0,Dự phòng cụ thể Triệu đồng,Dự phòng chung Triệu đồng,Tổng cộng Triệu đồng,numeric__Dự phòng cụ thể Triệu đồng,numeric__Dự phòng chung Triệu đồng,numeric__Tổng cộng Triệu đồng
Ngày 1 tháng 1 năm 2023,Ngày 1 tháng 1 năm 2023,Ngày 1 tháng 1 năm 2023,1.396.300,3.195.744,4.592.044,1396300.0,3195744.0,4592044.0
Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,2.071.242,308.961,2.380.203,2071242.0,308961.0,2380203.0
Số dự phòng đã sử dụng để xử lý rủi ro trong năm,Số dự phòng đã sử dụng để xử lý rủi ro trong năm,Số dự phòng đã sử dụng để xử lý rủi ro trong năm,(368.234),-,(368.234),-368234.0,,-368234.0
Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,3.099.308,3.504.705,6.604.013,3099308.0,3504705.0,6604013.0
