row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,433.577,2.524.615,433577.0,2524615.0
Thu tài trợ hoạt động thể,Thu tài trợ hoạt động thể,Thu tài trợ hoạt động thể,184.078,65.855,184078.0,65855.0
Thu phí hợp đồng tương lai,Thu phí hợp đồng tương lai,Thu phí hợp đồng tương lai,110.630,61.924,110630.0,61924.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,79.680,364.589,79680.0,364589.0
Thu hồi khoản phải thu khó đòi,Thu hồi khoản phải thu khó đòi,Thu hồi khoản phải thu khó đòi,16.791,-,16791.0,
Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,2.966,1.616.922,2966.0,1616922.0
Thu phí ủy thác quản lý kho,Thu phí ủy thác quản lý kho,Thu phí ủy thác quản lý kho,2.316,21.123,2316.0,21123.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,37.116,394.202,37116.0,394202.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(115.248),(118.468),-115248.0,-118468.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(35.966),(19.130),-35966.0,-19130.0
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,(23.385),(29.825),-23385.0,-29825.0
Chi phí khác,Chi phí khác,Chi phí khác,(55.897),(69.513),-55897.0,-69513.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,318.329,2.406.147,318329.0,2406147.0
