row_label_raw,row_label_full,Mã số,NGUỒN VÒN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VÒN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,286.651.052,283.152.164,,,286651052.0,283152164.0
310,310,310,I. Nợ ngắn hạn,,169.222.607,181.293.250,,,169222607.0,181293250.0
311,311,311,1. Phải trả người bán ngắn hạn,21.1,18.511.262,17.563.738,,211.0,18511262.0,17563738.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,21.2,37.277.334,51.470.178,,212.0,37277334.0,51470178.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,22,7.805.236,5.991.675,,22.0,7805236.0,5991675.0
314,314,314,4. Phải trả người lao động,,938.186,1.141.362,,,938186.0,1141362.0
315,315,315,5. Chi phí phải trả ngắn hạn,23,24.674.957,16.493.327,,23.0,24674957.0,16493327.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,4.950.452,2.524.522,,24.0,4950452.0,2524522.0
319,319,319,7. Phải trả ngắn hạn khác,25,43.450.189,52.864.324,,25.0,43450189.0,52864324.0
320,320,320,8. Vay và nợ ngắn hạn,26,25.971.982,32.995.790,,26.0,25971982.0,32995790.0
321,321,321,9. Dự phòng phải trả ngắn hạn,28,5.643.009,248.334,,28.0,5643009.0,248334.0
330,330,330,II. Nợ dài hạn,,117.428.445,101.858.914,,,117428445.0,101858914.0
333,333,333,1. Chi phí phải trả dài hạn,23,1.107.530,487.397,,23.0,1107530.0,487397.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,24,5.320.738,4.999.981,,24.0,5320738.0,4999981.0
337,337,337,3. Phải trả dài hạn khác,25,6.257.218,1.029.794,,25.0,6257218.0,1029794.0
338,338,338,4. Vay và nợ dài hạn,26,98.309.224,84.430.440,,26.0,98309224.0,84430440.0
339,339,339,5. Trái phiếu hoán đối,27,5.505.646,10.259.215,,27.0,5505646.0,10259215.0
341,341,341,6. Thuế thu nhập hoãn lại phải trả,36.3,551.776,470.023,,363.0,551776.0,470023.0
342,342,342,7. Dự phòng phải trả dài hạn,28,376.313,182.064,,28.0,376313.0,182064.0
