row_label_raw,row_label_full,Đối tượng nợ,Số cuối năm,Số cuối năm > Giá gốc Giá trị có thể thu hồi,Đơn vị tính: triệu VND > Số đầu năm,Đơn vị tính: triệu VND > Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm > Giá gốc Giá trị có thể thu hồi,numeric__Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số đầu năm_1
Đối tác doanh nghiệp số 1,Đối tác doanh nghiệp số 1,Đối tác doanh nghiệp số 1,-,-,138.657,-,,,138657.0,
Đối tác doanh nghiệp số 2,Đối tác doanh nghiệp số 2,Đối tác doanh nghiệp số 2,82.705,-,82.705,-,82705.0,,82705.0,
