row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,,,
Trích trước chi phí xây dựng bất động sản và các tài sản khác và trích trước chi phí phát triển các bất động sản đã được bàn giao,Ngắn hạn: > Trích trước chi phí xây dựng bất động sản và các tài sản khác và trích trước chi phí phát triển các bất động sản đã được bàn giao,Trích trước chi phí xây dựng bất động sản và các tài sản khác và trích trước chi phí phát triển các bất động sản đã được bàn giao,16.390.002,11.273.933,16390002.0,11273933.0
Chi phí bán hàng trích trước,Ngắn hạn: > Chi phí bán hàng trích trước,Chi phí bán hàng trích trước,2.828.011,1.830.302,2828011.0,1830302.0
Chi phí lãi vay trích trước,Ngắn hạn: > Chi phí lãi vay trích trước,Chi phí lãi vay trích trước,1.284.898,1.779.416,1284898.0,1779416.0
Lợi nhuận cam kết trích trước theo chương trình quản lý biệt thụ và cần hộ khách sạn,Ngắn hạn: > Lợi nhuận cam kết trích trước theo chương trình quản lý biệt thụ và cần hộ khách sạn,Lợi nhuận cam kết trích trước theo chương trình quản lý biệt thụ và cần hộ khách sạn,1.089.052,318.337,1089052.0,318337.0
Các khoản chi phí phải trả khác,Ngắn hạn: > Các khoản chi phí phải trả khác,Các khoản chi phí phải trả khác,3.082.994,1.291.339,3082994.0,1291339.0
TỔNG CỘNG,Ngắn hạn: > TỔNG CỘNG,TỔNG CỘNG,24.674.957,16.493.327,24674957.0,16493327.0
Dài hạn:,Dài hạn:,Dài hạn:,,,,
Chi phí lãi vay trích trước,Dài hạn: > Chi phí lãi vay trích trước,Chi phí lãi vay trích trước,1.077.494,370.071,1077494.0,370071.0
Các khoản chi phí phải trả khác,Dài hạn: > Các khoản chi phí phải trả khác,Các khoản chi phí phải trả khác,30.036,117.326,30036.0,117326.0
TỔNG CỘNG,Dài hạn: > TỔNG CỘNG,TỔNG CỘNG,1.107.530,487.397,1107530.0,487397.0
