row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,13.942.555,15.637.424,13942555.0,15637424.0
Thuế TNDN tính theo thuế suất của Công ty và các công ty con,Thuế TNDN tính theo thuế suất của Công ty và các công ty con,Thuế TNDN tính theo thuế suất của Công ty và các công ty con,2.788.511,3.127.485,2788511.0,3127485.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Lỗ của các công ty con,Các khoản điều chỉnh: > Lỗ của các công ty con,Lỗ của các công ty con,4.906.468,2.469.517,4906468.0,2469517.0
Chi phí lãi vay không được trừ,Các khoản điều chỉnh: > Chi phí lãi vay không được trừ,Chi phí lãi vay không được trừ,1.875.188,1.537.365,1875188.0,1537365.0
Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhất phát sinh từ giao dịch mua nhóm tài sản và hợp nhất kinh doanh,Các khoản điều chỉnh: > Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhất phát sinh từ giao dịch mua nhóm tài sản và hợp nhất kinh doanh,Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhất phát sinh từ giao dịch mua nhóm tài sản và hợp nhất kinh doanh,538.559,(490.691),538559.0,-490691.0
Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từ các giao dịch chuyển nhượng vốn,Các khoản điều chỉnh: > Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từ các giao dịch chuyển nhượng vốn,Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từ các giao dịch chuyển nhượng vốn,154.133,1.416.923,154133.0,1416923.0
Lợi thể thương mại phân bổ trên báo cáo tài chính hợp nhất,Các khoản điều chỉnh: > Lợi thể thương mại phân bổ trên báo cáo tài chính hợp nhất,Lợi thể thương mại phân bổ trên báo cáo tài chính hợp nhất,140.915,232.498,140915.0,232498.0
Lỗ từ các hoạt động kinh doanh không được bù trừ,Các khoản điều chỉnh: > Lỗ từ các hoạt động kinh doanh không được bù trừ,Lỗ từ các hoạt động kinh doanh không được bù trừ,-,54.673,,54673.0
Các khoản khác,Các khoản điều chỉnh: > Các khoản khác,Các khoản khác,498.418,562.173,498418.0,562173.0
Hoàn nhập dự phòng đầu tư vào công ty con,Các khoản điều chỉnh: > Hoàn nhập dự phòng đầu tư vào công ty con,Hoàn nhập dự phòng đầu tư vào công ty con,(1.363.586),(385.351),-1363586.0,-385351.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(141.624),(603.781),-141624.0,-603781.0
Chi phí thuế TNDN ước tính,Các khoản điều chỉnh: > Chi phí thuế TNDN ước tính,Chi phí thuế TNDN ước tính,9.396.982,7.920.811,9396982.0,7920811.0
