row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
400,400,400,D. VỐN CHỦ SỞ HỮU,,135.852.715,120.588.589,,,135852715.0,120588589.0
410,410,410,I. Vốn chủ sở hữu,29,135.852.715,120.588.589,,29.0,135852715.0,120588589.0
411,411,411,1. Vốn cổ phần đã phát hành,,34.447.691,34.309.140,,,34447691.0,34309140.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,33.824.306,33.685.755,,,33824306.0,33685755.0
411b,411b,411b,- Cổ phiếu ưu đãi,,623.385,623.385,,,623385.0,623385.0
412,412,412,2. Thắng dư vốn cổ phần,,35.411.957,33.996.368,,,35411957.0,33996368.0
414,414,414,3. Vốn khác của chủ sở hữu,,7.235.206,7.235.206,,,7235206.0,7235206.0
415,415,415,4. Cổ phiếu quỹ,,(2.284.059),(2.284.059),,,-2284059.0,-2284059.0
417,417,417,5. Chênh lệch tỷ giá hối đoái,,(42.408),(11.784),,,-42408.0,-11784.0
420,420,420,6. Quỹ khác thuộc vốn chủ sở hữu,,67.845,52.845,,,67845.0,52845.0
421,421,421,7. Lợi nhuận sau thuế chưa phân phối,,4.359.645,3.119.758,,,4359645.0,3119758.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,3.107.392,5.135.161,,,3107392.0,5135161.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối/(lỗ) năm nay,,1.252.253,(2.015.403),,,1252253.0,-2015403.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,,56.656.838,44.171.115,,,56656838.0,44171115.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,422.503.767,403.740.753,,,422503767.0,403740753.0
