row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
11,11,11,Công ty Cổ phần Đầu tưKinh doanh Bất động sảnThăng Long,Công ty BĐSThăng Long,"73,00","70,23",Khu Đô thị Sinh thái Vinhomes Riverside(1),"Đầu tư, xây dựng và kinhdoanh bất động sản",,,73.0,70.23,,
12,12,12,Công ty Cổ phần Trung tâmHội chợ Triển lâm Việt Nam,Công ty Triển lâm Việt Nam,"87,97","86,68","Số 148, đường Giảng Võ, Phường GiảngVõ, Quận Ba Đình, Thành phố Hà Nội,Việt Nam","Đầu tư, xây dựng và kinhdoanh bất động sản",,,87.97,86.68,,
13,13,13,Công ty TNHH MetropolisHà Nội,Công ty Metropolis,"100,00","72,33","Lô đất HH, đường Phạm Hùng, PhườngMẽ Tri, Quận Nam Từ Liêm, Thành phốHà Nội, Việt Nam","Đầu tư, xây dựng và kinhdoanh bất động sản",,,100.0,72.33,,
14,14,14,Công ty Cổ phần Sách Việt Nam,Công ty Sách Việt Nam,"65,33","65,33","Số 44 phố Tràng Tiền, Phường TràngTiền, Quận Hoàn Kiểm, Thành phố HàNội, Việt Nam",Xuất bản sách,,,65.33,65.33,,
15,15,15,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Công ty Cần Giờ,"99,89","72,26","Số 72 Lê Thánh Tôn, Phường Bến Nghé,Quận 1, Thành phố Hồ Chí Minh, ViệtNam","Đầu tư, xây dựng và kinhdoanh bất động sản",,,99.89,72.26,,
16,16,16,Công ty TNHH Phát triểnCông viên Trung tâm,Công ty Công viên Trung tâm,"100,00","72,27","Phòng 900, tầng 9, tòa nhà IPH, số 241Xuân Thủy, Phường Dịch Vọng Hậu, QuậnCầu Giấy, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinhdoanh bất động sản",,,100.0,72.27,,
17,17,17,Công ty Cổ phần Đầu tư & Phát triển Sinh Thái,Công ty Sinh Thái,"100,00","72,32","Số 191, phố Bà Triệu, Phường Lê ĐạiHành, Quận Hai Bà Trưng, Thành phố HàNội, Việt Nam","Đầu tư, xây dựng và kinhdoanh bất động sản",,,100.0,72.32,,
18,18,18,Công Ty TNHH Đầu Tư Và Phát Triển Đô Thị Gia Lâm,Công ty Đô thị Gia Lâm,"99,39","71,88","Tầng 2 Trung tâm thương mại VincomMega Mall Ocean Park tại Lô đất CCTP-10 thuộc dự án Khu Đô Thị Gia Lâm, ThịTrấn Trấu Quỳ và các Xã Dương Xá, KiềuKy, Xã Đa Tốn, Huyện Gia Lâm, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinhdoanh bất động sản",,,99.39,71.88,,
19,19,19,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Đầu tư Việt Nam,"70,00","50,62","Số 191, phố Bà Triệu, Phường Lê ĐạiHành, Quận Hai Bà Trưng, Thành phố HàNội, Việt Nam","Đầu tư, xây dựng và kinhdoanh bất động sản",,,70.0,50.62,,
20,20,20,Công ty TNHH Bất động sảnTây Tăng Long,Công ty Tây Tăng Long,"90,00","65,10","Số 72 Lê Thánh Tôn, Phường Bến Nghé,Quận 1, Thành phố Hồ Chí Minh, ViệtNam","Đầu tư, xây dựng và kinhdoanh bất động sản",,,90.0,65.1,,
21,21,21,Công ty TNHH Đô thị Đại học Quốc tế Berjaya Việt Nam,Công ty ĐTĐH Berjaya,"97,90","70,74","Tầng 20A, Tòa nhà Vincom Center ĐồngKhởi, 72 Lê Thánh Tôn, Phường BếnNghé, Quận 1, Thành phố Hồ Chí Minh,Việt Nam","Đầu tư, xây dựng và kinhdoanh bất động sản",,,97.9,70.74,,
