row_label_raw,row_label_full,col_0,Đơn vị tính: cổ phiếu > Năm nay,Đơn vị tính: cổ phiếu > Năm trước,numeric__Đơn vị tính: cổ phiếu > Năm nay,numeric__Đơn vị tính: cổ phiếu > Năm trước
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu Ảnh hưởng suy giảm do:,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu Ảnh hưởng suy giảm do:,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu Ảnh hưởng suy giảm do:,3.231.357.268,3.101.191.565,3231357268.0,3101191565.0
Cổ phiếu ưu đãi có quyền chuyển đổi,Cổ phiếu ưu đãi có quyền chuyển đổi,Cổ phiếu ưu đãi có quyền chuyển đổi,65.154.820,65.154.820,65154820.0,65154820.0
