row_label_raw,row_label_full,Bảng cân đối kế toán hợp nhất > Số cuối năm,Bảng cân đối kế toán hợp nhất > Số đầu năm,Đơn vị tính: triệu VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất > Năm nay,Đơn vị tính: triệu VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất > Năm trước,numeric__Bảng cân đối kế toán hợp nhất > Số đầu năm,numeric__Đơn vị tính: triệu VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất > Năm nay,numeric__Đơn vị tính: triệu VNDBáo cáo kết quả hoạt động kinh doanh hợp nhất > Năm trước
749.128,749.128,749.128,30.000,719.128,-,30000.0,719128.0,
446.162,446.162,446.162,57.772,388.390,(12.495),57772.0,388390.0,-12495.0
63.288,63.288,63.288,214.203,(150.914),142.940,214203.0,-150914.0,142940.0
173.444,173.444,173.444,68.205,(19.931),(90.699),68205.0,-19931.0,-90699.0
113.831,113.831,113.831,275.313,(161.484),(26.831),275313.0,-161484.0,-26831.0
(531.694),(531.694),(531.694),(466.107),126.741,335.228,-466107.0,126741.0,335228.0
(20.082),(20.082),(20.082),(3.916),(16.167),17.870,-3916.0,-16167.0,17870.0
994.077,994.077,994.077,175.470,,,175470.0,,
,,,,885.763,366.013,,885763.0,366013.0
1.545.853,1.545.853,1.545.853,645.493,,,645493.0,,
(551.776),(551.776),(551.776),(470.023),,,-470023.0,,
994.077,994.077,994.077,175.470,,,175470.0,,
