row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ,Ngắn hạn: > Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ,Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ,1.156.365,780.044,1156365.0,780044.0
Doanh thu chưa thực hiện từ dịch vụ giáo dục,Ngắn hạn: > Doanh thu chưa thực hiện từ dịch vụ giáo dục,Doanh thu chưa thực hiện từ dịch vụ giáo dục,1.453.737,1.110.313,1453737.0,1110313.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Ngắn hạn: > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ",490.202,439.862,490202.0,439862.0
Doanh thu chưa thực hiện từ dịch vụ khác,Ngắn hạn: > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,1.850.148,194.303,1850148.0,194303.0
TỔNG CỘNG,Ngắn hạn: > TỔNG CỘNG,TỔNG CỘNG,4.950.452,2.524.522,4950452.0,2524522.0
Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,,
Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ,Dải hạn: > Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ,Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ,3.701.397,2.768.347,3701397.0,2768347.0
Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ/biệt thụ,Dải hạn: > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ/biệt thụ,Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ/biệt thụ,1.260.367,1.286.692,1260367.0,1286692.0
Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Dải hạn: > Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,Doanh thu chưa thực hiện từ dịch vụ khách sạn và giải trí,152.741,102.601,152741.0,102601.0
Doanh thu chưa thực hiện từ dịch vụ khác,Dải hạn: > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,206.233,842.341,206233.0,842341.0
TỔNG CỘNG,Dải hạn: > TỔNG CỘNG,TỔNG CỘNG,5.320.738,4.999.981,5320738.0,4999981.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chưa thực hiện với các bên liên quan (Thuyết minh số 37),Trong đó: > Doanh thu chưa thực hiện với các bên liên quan (Thuyết minh số 37),Doanh thu chưa thực hiện với các bên liên quan (Thuyết minh số 37),1.735.404,769.867,1735404.0,769867.0
Doanh thu chưa thực hiện với các bên khác,Trong đó: > Doanh thu chưa thực hiện với các bên khác,Doanh thu chưa thực hiện với các bên khác,8.535.786,6.754.636,8535786.0,6754636.0
