row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
"Ngắn hạn:Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và phải thu từ cho vay","Ngắn hạn:Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và phải thu từ cho vay","Ngắn hạn:Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và phải thu từ cho vay",3.201.442,3.316.254,3201442.0,3316254.0
Tạm ứng tiền giải phóng mặt bằng,Tạm ứng tiền giải phóng mặt bằng,Tạm ứng tiền giải phóng mặt bằng,1.937.081,542.016,1937081.0,542016.0
"Đặt cọc, ký quỹ cho mục đích phát triển dự án","Đặt cọc, ký quỹ cho mục đích phát triển dự án","Đặt cọc, ký quỹ cho mục đích phát triển dự án",1.024.417,770.327,1024417.0,770327.0
Phải thu hợp đồng xây dựng chuyển giao,Phải thu hợp đồng xây dựng chuyển giao,Phải thu hợp đồng xây dựng chuyển giao,615.740,582.831,615740.0,582831.0
Phải thu từ việc chi hộ,Phải thu từ việc chi hộ,Phải thu từ việc chi hộ,261.243,354.373,261243.0,354373.0
Phải thu tiền bán hàng do bên thứ ba thu hộ,Phải thu tiền bán hàng do bên thứ ba thu hộ,Phải thu tiền bán hàng do bên thứ ba thu hộ,1.034,3.552.949,1034.0,3552949.0
Phải thu khoản đặt cọc cho hợp đồng hợp tác đầu tư,Phải thu khoản đặt cọc cho hợp đồng hợp tác đầu tư,Phải thu khoản đặt cọc cho hợp đồng hợp tác đầu tư,-,125.000,,125000.0
Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 37),Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 37),Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 37),4.073.549,-,4073549.0,
Phải thu khác,Phải thu khác,Phải thu khác,1.674.518,818.959,1674518.0,818959.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,12.789.024,10.062.709,12789024.0,10062709.0
Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,(159.471),(241.998),-159471.0,-241998.0
Dài hạn:Lãi phải thu từ cho vay (i),Dài hạn:Lãi phải thu từ cho vay (i),Dài hạn:Lãi phải thu từ cho vay (i),1.230.646,-,1230646.0,
Đặt cọc thực hiện hợp đồng hợp tác kinh doanh,Đặt cọc thực hiện hợp đồng hợp tác kinh doanh,Đặt cọc thực hiện hợp đồng hợp tác kinh doanh,73.367,73.367,73367.0,73367.0
Ký quỹ đảm bảo nghĩa vụ thanh toán,Ký quỹ đảm bảo nghĩa vụ thanh toán,Ký quỹ đảm bảo nghĩa vụ thanh toán,-,120.256,,120256.0
Phải thu khác,Phải thu khác,Phải thu khác,60.636,63.159,60636.0,63159.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.364.649,256.782,1364649.0,256782.0
