row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bán hàng liên quan đến các bất động sản chưa bàn giao,Ngắn hạn > Chi phí bán hàng liên quan đến các bất động sản chưa bàn giao,Chi phí bán hàng liên quan đến các bất động sản chưa bàn giao,912.572,1.935.989,912572.0,1935989.0
Chi phí phát triển sản phẩm,Ngắn hạn > Chi phí phát triển sản phẩm,Chi phí phát triển sản phẩm,750.395,321.881,750395.0,321881.0
Chi phí thuế thu nhập doanh nghiệp tạm nộp,Ngắn hạn > Chi phí thuế thu nhập doanh nghiệp tạm nộp,Chi phí thuế thu nhập doanh nghiệp tạm nộp,296.233,392.347,296233.0,392347.0
"Chi phí công cụ, dụng cụ","Ngắn hạn > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",81.087,210.519,81087.0,210519.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,712.773,393.809,712773.0,393809.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.753.060,3.254.545,2753060.0,3254545.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí thuê đất trả trước,Dài hạn > Chi phí thuê đất trả trước,Chi phí thuê đất trả trước,3.365.145,3.954.036,3365145.0,3954036.0
"Chi phí công cụ, dụng cụ","Dài hạn > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",1.278.260,1.121.198,1278260.0,1121198.0
Chi phí trước hoạt động,Dài hạn > Chi phí trước hoạt động,Chi phí trước hoạt động,866.288,496.972,866288.0,496972.0
Trả trước lợi nhuận cam kết theo chương trình quản lý biệt thụ và căn hộ khách sạn,Dài hạn > Trả trước lợi nhuận cam kết theo chương trình quản lý biệt thụ và căn hộ khách sạn,Trả trước lợi nhuận cam kết theo chương trình quản lý biệt thụ và căn hộ khách sạn,263.472,550.845,263472.0,550845.0
Chi phí trả trước dài hạn khác (i),Dài hạn > Chi phí trả trước dài hạn khác (i),Chi phí trả trước dài hạn khác (i),2.569.312,558.644,2569312.0,558644.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,8.342.477,6.681.695,8342477.0,6681695.0
