row_label_raw,row_label_full,col_0,Giá gốc,Giá gốc_1,numeric__Giá gốc,numeric__Giá gốc_1
,,,31/12/2017 VND,1/1/2017 VND,,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,4.790.037.652,5.895.903.937,4790037652.0,5895903937.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,-,1.152.000,,1152000.0
Hàng hóa,Hàng hóa,Hàng hóa,751.447.110,933.076.166,751447110.0,933076166.0
,,,5.541.484.762,6.830.132.103,5541484762.0,6830132103.0
