row_label_raw,row_label_full,col_0,Công cụvà dụng cụVND,numeric__Công cụvà dụng cụVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,17.971.523.817,17971523817.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,16.418.324.033,16418324033.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(22.384.338.986),-22384338986.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,12.005.508.864,12005508864.0
