row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2017VND,2016VND,,
Công ty TNHH MTV Bến Xanh,Công ty TNHH MTV Bến Xanh,Công ty TNHH MTV Bến Xanh,Công ty TNHH MTV Bến Xanh,Công ty TNHH MTV Bến Xanh,,
Bán hàng hóa và cung cấp dịch vụ,Công ty TNHH MTV Bến Xanh > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,1.850.589.791,3.368.496.946,1850589791.0,3368496946.0
Sử dụng dịch vụ,Công ty TNHH MTV Bến Xanh > Sử dụng dịch vụ,Sử dụng dịch vụ,4.644.428.241,5.969.932.078,4644428241.0,5969932078.0
Lợi nhuận được chia từ công ty con,Công ty TNHH MTV Bến Xanh > Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,8.165.906.922,8.925.320.644,8165906922.0,8925320644.0
Mua cổ phiếu Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Công ty TNHH MTV Bến Xanh > Mua cổ phiếu Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Mua cổ phiếu Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,2.126.013.536,-,2126013536.0,
Công ty TNHH MTV Trung tâm Logistic Xanh,Công ty TNHH MTV Trung tâm Logistic Xanh,Công ty TNHH MTV Trung tâm Logistic Xanh,Công ty TNHH MTV Trung tâm Logistic Xanh,Công ty TNHH MTV Trung tâm Logistic Xanh,,
Bán hàng hóa và cung cấp dịch vụ,Công ty TNHH MTV Trung tâm Logistic Xanh > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,7.476.437.159,5.938.376.772,7476437159.0,5938376772.0
Sử dụng dịch vụ,Công ty TNHH MTV Trung tâm Logistic Xanh > Sử dụng dịch vụ,Sử dụng dịch vụ,34.174.500.761,33.569.581.716,34174500761.0,33569581716.0
Lợi nhuận được chia từ công ty con,Công ty TNHH MTV Trung tâm Logistic Xanh > Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,-,28.849.954.016,,28849954016.0
Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,,
Bán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,2.249.162.546,-,2249162546.0,
Sử dụng dịch vụ,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh > Sử dụng dịch vụ,Sử dụng dịch vụ,4.332.177.375,-,4332177375.0,
Góp vốn,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh > Góp vốn,Góp vốn,67.000.000.000,-,67000000000.0,
