row_label_raw,row_label_full,col_0,Xây lắp và hoạt động khác,"Đầu tư, kinh doanh BĐS",Dịch vụ thu phí đường bộ theo hình thức BOT,Dịch vụ thu phí tự động không dùng theo hình thức BOO,Đơn vị tinh: VND Tổng,numeric__Xây lắp và hoạt động khác,"numeric__Đầu tư, kinh doanh BĐS",numeric__Dịch vụ thu phí đường bộ theo hình thức BOT,numeric__Dịch vụ thu phí tự động không dùng theo hình thức BOO,numeric__Đơn vị tinh: VND Tổng
DOANH THU,DOANH THU,DOANH THU,,,,,,,,,,
Tổng doanh thu,DOANH THU > Tổng doanh thu,Tổng doanh thu,429.304.604.085,90.651.208.965,551.453.668.048,36.859.923.130,1.108.269.404.228,429304604085.0,90651208965.0,551453668048.0,36859923130.0,1108269404228.0
Giảm trừ doanh thu,DOANH THU > Giảm trừ doanh thu,Giảm trừ doanh thu,(1.047.161.151),,,,(1.047.161.151),-1047161151.0,,,,-1047161151.0
Doanh thu thuần,DOANH THU > Doanh thu thuần,Doanh thu thuần,428.257.442.934,90.651.208.965,551.453.668.048,36.859.923.130,1.107.222.243.077,428257442934.0,90651208965.0,551453668048.0,36859923130.0,1107222243077.0
KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,,,,,,,,,,
Kết quả bộ phận,KẾT QUẢ HOẠT ĐỘNG > Kết quả bộ phận,Kết quả bộ phận,93.409.331.602,(10.041.030.409),115.698.073.507,(126.182.361.620),72.884.013.080,93409331602.0,-10041030409.0,115698073507.0,-126182361620.0,72884013080.0
Thuế thu nhập doanh nghiệp,KẾT QUẢ HOẠT ĐỘNG > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,25.659.506.576,-,2.562.288.435,-,28.221.795.011,25659506576.0,,2562288435.0,,28221795011.0
Lợi nhuận trong năm,KẾT QUẢ HOẠT ĐỘNG > Lợi nhuận trong năm,Lợi nhuận trong năm,67.749.825.026,(10.041.030.409),113.135.785.072,(126.182.361.620),44.662.218.069,67749825026.0,-10041030409.0,113135785072.0,-126182361620.0,44662218069.0
