row_label_raw,row_label_full,CHỈ TIÊU,MS,TM,Năm 2020VND,Năm 2019VND,numeric__MS,numeric__TM,numeric__Năm 2020VND,numeric__Năm 2019VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,(247.023.496.833),72.884.013.080,1.0,,-247023496833.0,72884013080.0
Điều chỉnh cho các khoản,I. Lưu chuyển tiền từ hoạt động kinh doanh > Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,368.371.102.364,370.491.618.875,,,368371102364.0,370491618875.0
Khẩu hao TSCĐ và BĐSDT,I. Lưu chuyển tiền từ hoạt động kinh doanh > Khẩu hao TSCĐ và BĐSDT,Khẩu hao TSCĐ và BĐSDT,02,,251.374.115.373,221.953.611.971,2.0,,251374115373.0,221953611971.0
Các khoản dự phòng,I. Lưu chuyển tiền từ hoạt động kinh doanh > Các khoản dự phòng,Các khoản dự phòng,03,,(22.510.281.960),10.288.399.853,3.0,,-22510281960.0,10288399853.0
"Lãi, lỗ từ hoạt động đầu tư","I. Lưu chuyển tiền từ hoạt động kinh doanh > Lãi, lỗ từ hoạt động đầu tư","Lãi, lỗ từ hoạt động đầu tư",05,,(57.783.510.092),(117.599.789.579),5.0,,-57783510092.0,-117599789579.0
Chi phí lãi vay,I. Lưu chuyển tiền từ hoạt động kinh doanh > Chi phí lãi vay,Chi phí lãi vay,06,,197.290.779.043,255.849.396.630,6.0,,197290779043.0,255849396630.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,121.347.605.531,443.375.631.955,8.0,,121347605531.0,443375631955.0
"Tăng, giảm các khoản phải thu","I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,887.930.312.402,386.551.985.140,9.0,,887930312402.0,386551985140.0
"Tăng, giảm hàng tồn kho","I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,(86.154.177.491),40.387.105.574,10.0,,-86154177491.0,40387105574.0
"Tăng, giảm các khoản phải trả","I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng, giảm các khoản phải trả","Tăng, giảm các khoản phải trả",11,,(300.643.825.102),(168.696.147.564),11.0,,-300643825102.0,-168696147564.0
"Tăng, giảm chi phí trả trước","I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,(38.555.995.401),(210.955.277.119),12.0,,-38555995401.0,-210955277119.0
Tiền lãi vay đã trả,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(388.132.918.671),(392.121.789.003),14.0,,-388132918671.0,-392121789003.0
Thuế thu nhập doanh nghiệp đã nộp,I. Lưu chuyển tiền từ hoạt động kinh doanh > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(53.639.451.500),(24.777.985.947),15.0,,-53639451500.0,-24777985947.0
Tiền thu khác từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,1.994.305.334,1.370.442.943,16.0,,1994305334.0,1370442943.0
Tiền chi khác cho hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,,(1.335.819.275),(4.228.370.523),17.0,,-1335819275.0,-4228370523.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,142.810.035.827,70.905.595.456,20.0,,142810035827.0,70905595456.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(51.672.234.004),(195.063.803.329),21.0,,-51672234004.0,-195063803329.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,13.165.618.182,3.058.105.291,22.0,,13165618182.0,3058105291.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(46.581.300.000),(29.347.100.000),23.0,,-46581300000.0,-29347100000.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,6.767.331.485,26.300.114.502,24.0,,6767331485.0,26300114502.0
Tiền chi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi đầu tư góp vốn vào đơn vị khác,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(246.000.000),(662.000.000),25.0,,-246000000.0,-662000000.0
