row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2020VND,Năm 2019VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2020VND,numeric__Năm 2019VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,5.21,761.665.090.488,1.108.269.404.228,,1.0,521.0,761665090488.0,1108269404228.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,5.22,11.140.015.001,1.047.161.151,,2.0,522.0,11140015001.0,1047161151.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,750.525.075.487,1.107.222.243.077,,10.0,,750525075487.0,1107222243077.0
4.,4.,4.,Giá vốn hàng bán,11,5.23,665.347.885.882,764.741.055.727,,11.0,523.0,665347885882.0,764741055727.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),20,,85.177.189.605,342.481.187.350,,20.0,,85177189605.0,342481187350.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,5.24,60.297.693.779,104.740.431.744,,21.0,524.0,60297693779.0,104740431744.0
7.,7.,7.,Chi phí tài chính,22,5.25,237.596.645.345,257.193.036.441,,22.0,525.0,237596645345.0,257193036441.0
,,,- Trong đó: Chi phí lãi vay,23,,197.290.779.043,255.849.396.630,,23.0,,197290779043.0,255849396630.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,(10.964.515.995),12.859.357.835,,24.0,,-10964515995.0,12859357835.0
9.,9.,9.,Chi phí bán hàng,25,5.26,28.257.825.444,15.021.305.630,,25.0,526.0,28257825444.0,15021305630.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,5.26,121.014.253.343,112.326.415.006,,26.0,526.0,121014253343.0,112326415006.0
,,,Lợi nhuận thuần từ hoạt động,,,,,,,,,
11.,11.,11.,kinh doanh{30 = 20 + (21 - 22) +24 - (25 + 26)},30,,(252.358.356.743),75.540.219.852,,30.0,,-252358356743.0,75540219852.0
12.,12.,12.,Thu nhập khác,31,5.27,13.033.880.048,4.995.398.468,,31.0,527.0,13033880048.0,4995398468.0
13.,13.,13.,Chi phí khác,32,5.28,7.699.020.138,7.651.605.240,,32.0,528.0,7699020138.0,7651605240.0
14.,14.,14.,Lợi nhuận khác (40 = 31 - 32),40,,5.334.859.910,(2.656.206.772),,40.0,,5334859910.0,-2656206772.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,(247.023.496.833),72.884.013.080,,50.0,,-247023496833.0,72884013080.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,5.29,(3.580.733.940),28.221.795.011,,51.0,529.0,-3580733940.0,28221795011.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51 - 52),60,,(243.442.762.893),44.662.218.069,,60.0,,-243442762893.0,44662218069.0
19.,19.,19.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,(235.061.626.585),53.587.677.572,,61.0,,-235061626585.0,53587677572.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(8.381.136.308),(8.925.459.503),,62.0,,-8381136308.0,-8925459503.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,5.30,"(875,03)","212,43",,70.0,530.0,-875.03,212.43
