row_label_raw,row_label_full,col_0,col_1,Thuyết minh,2018 VND,2017 VND,numeric__col_1,numeric__Thuyết minh,numeric__2018 VND,numeric__2017 VND
XI,XI,XI,Tổng lợi nhuận trước thuế (mang từ trang trước sang),,2.201.861.405.647,1.021.834.288.449,,,2201861405647.0,1021834288449.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,32,(440.830.087.065),(205.068.084.490),,32.0,-440830087065.0,-205068084490.0
8,8,8,Chi phí thuế thu nhập doanh nghiệp hoãn lại,32,-,-,,32.0,,
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,32,(440.830.087.065),(205.068.084.490),,32.0,-440830087065.0,-205068084490.0
XIII,XIII,XIII,Lợi nhuận sau thuế,,1.761.031.318.582,816.766.203.959,,,1761031318582.0,816766203959.0
XV,XV,XV,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),33,2.938,1.687,,33.0,2938.0,1687.0
