row_label_raw,row_label_full,col_0,Ảnh hưởng đến lợi nhuận sau thuế VND Tăng/(giảm),numeric__Ảnh hưởng đến lợi nhuận sau thuế VND Tăng/(giảm)
Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,
USD (mạnh lên 3%),Ngày 31 tháng 12 năm 2018 > USD (mạnh lên 3%),USD (mạnh lên 3%),(607.182.781),-607182781.0
"EUR (yếu đi 0,3%)","Ngày 31 tháng 12 năm 2018 > EUR (yếu đi 0,3%)","EUR (yếu đi 0,3%)",68.602.632,68602632.0
"XAU (yếu đi 0,1%)","Ngày 31 tháng 12 năm 2018 > XAU (yếu đi 0,1%)","XAU (yếu đi 0,1%)",(1.277.720),-1277720.0
Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,
USD (mạnh lên 1%),Ngày 31 tháng 12 năm 2017 > USD (mạnh lên 1%),USD (mạnh lên 1%),61.074.556,61074556.0
EUR (mạnh lên 15%),Ngày 31 tháng 12 năm 2017 > EUR (mạnh lên 15%),EUR (mạnh lên 15%),573.980.920,573980920.0
"XAU (yếu đi 0,1%)","Ngày 31 tháng 12 năm 2017 > XAU (yếu đi 0,1%)","XAU (yếu đi 0,1%)",(2.069.203),-2069203.0
