row_label_raw,row_label_full,col_0,col_1,2018VND,2017VND,numeric__col_1,numeric__2018VND,numeric__2017VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,7.484.578.823.502,5.467.743.106.932,,7484578823502.0,5467743106932.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chi phí lãi và các chi phí tương tự đã trả,(3.776.973.887.552),(2.945.751.691.877),,-3776973887552.0,-2945751691877.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập từ hoạt động dịch vụ nhận được,337.762.358.314,195.619.962.173,,337762358314.0,195619962173.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng và chứng khoán",1.045.190.103.802,154.603.214.237,,1045190103802.0,154603214237.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Chi phí khác,(73.062.929.538),(76.128.003.134),,-73062929538.0,-76128003134.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",119.157.439.779,6.267.388.988,,119157439779.0,6267388988.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,Tiền chi trả cho nhân viên và hoạt động quản lý,(1.804.796.053.714),(1.296.894.894.808),,-1804796053714.0,-1296894894808.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(431.931.364.831),(185.204.716.987),,-431931364831.0,-185204716987.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,2.899.924.489.762,1.320.254.365.524,,2899924489762.0,1320254365524.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09,Những thay đổi về tài sản hoạt động > 09,09,Giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,205.699.919.260,1.325.640.500.000,,205699919260.0,1325640500000.0
10,Những thay đổi về tài sản hoạt động > 10,10,Tăng các khoản về kinh doanh chứng khoán,(4.334.648.808.524),(5.195.880.854.403),,-4334648808524.0,-5195880854403.0
11,Những thay đổi về tài sản hoạt động > 11,11,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(27.561.396.451),(34.459.675.710),,-27561396451.0,-34459675710.0
12,Những thay đổi về tài sản hoạt động > 12,12,Tăng các khoản cho vay khách hàng,(8.133.374.830.113),(9.676.253.556.570),,-8133374830113.0,-9676253556570.0
13,Những thay đổi về tài sản hoạt động > 13,13,Giảm nguồn dự phòng để bù đắp tồn thất các khoản,(1.100.092.093.298),(106.054.370.174),,-1100092093298.0,-106054370174.0
14,Những thay đổi về tài sản hoạt động > 14,14,(Tăng)/giảm khác về tài sản hoạt động,(1.594.568.188.585),392.448.530.237,,-1594568188585.0,392448530237.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15,Những thay đổi về công nợ hoạt động > 15,15,Tăng/(giảm) các khoản nợ Ngân hàng Nhà nước Việt Nam,1.134.159.966.572,(89.571.807.597),,1134159966572.0,-89571807597.0
16,Những thay đổi về công nợ hoạt động > 16,16,Tăng tiền gửi và vay các tổ chức tín dụng khác,452.349.748.741,4.761.909.461.070,,452349748741.0,4761909461070.0
17,Những thay đổi về công nợ hoạt động > 17,17,Tăng tiền gửi của khách hàng,7.156.782.611.823,10.141.807.337.364,,7156782611823.0,10141807337364.0
18,Những thay đổi về công nợ hoạt động > 18,18,Tăng phát hành giấy tờ có giá,3.794.711.632.787,3.364.850.770.787,,3794711632787.0,3364850770787.0
19,Những thay đổi về công nợ hoạt động > 19,19,"(Giảm)/tăng vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng khác chịu rủi ro",(91.379.109.156),514.315.486.919,,-91379109156.0,514315486919.0
20,Những thay đổi về công nợ hoạt động > 20,20,Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,(8.343.449.670),,,-8343449670.0
21,Những thay đổi về công nợ hoạt động > 21,21,Tăng khác về công nợ hoạt động,104.620.615.803,22.305.576.101,,104620615803.0,22305576101.0
