row_label_raw,row_label_full,col_0,2018Cổ phiếu,2017Cổ phiếuTrình bày lại(***),2017Cổ phiếuNhư đã trìnhbảy trước đây,numeric__2018Cổ phiếu,numeric__2017Cổ phiếuTrình bày lại(***),numeric__2017Cổ phiếuNhư đã trìnhbảy trước đây
Cổ phiếu phổ thông đã phát hành năm trước mang sang,Cổ phiếu phổ thông đã phát hành năm trước mang sang,Cổ phiếu phổ thông đã phát hành năm trước mang sang,489.759.000,389.759.000,389.759.000,489759000.0,389759000.0,389759000.0
Ảnh hưởng của việc phát hành cổ phiếu riêng lẻ,Ảnh hưởng của việc phát hành cổ phiếu riêng lẻ,Ảnh hưởng của việc phát hành cổ phiếu riêng lẻ,34.912.096,1.323.486,1.323.486,34912096.0,1323486.0,1323486.0
Ảnh hưởng của việc phát hành cổ phiếu thường,Ảnh hưởng của việc phát hành cổ phiếu thường,Ảnh hưởng của việc phát hành cổ phiếu thường,69.545.778,89.033.728,19.487.950,69545778.0,89033728.0,19487950.0
Ảnh hưởng của số cổ phiếu chào bán bằng mệnh giá cho cổ đông hiện hữu (**),Ảnh hưởng của số cổ phiếu chào bán bằng mệnh giá cho cổ đông hiện hữu (**),Ảnh hưởng của số cổ phiếu chào bán bằng mệnh giá cho cổ đông hiện hữu (**),-,-,-,,,
Số lượng bình quân gia quyền của cổ phiếu phổ thông,Ảnh hưởng của số cổ phiếu chào bán bằng mệnh giá cho cổ đông hiện hữu (**) > Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,594.216.874,480.116.214,410.570.436,594216874.0,480116214.0,410570436.0
