row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,16.799.289.401.006,14.774.970.765.111,400.0,,16799289401006.0,14774970765111.0
I. Vốn chú sở hữu,I. Vốn chú sở hữu,I. Vốn chú sở hữu,410,25,16.796.539.401.006,14.772.220.765.111,410.0,25.0,16796539401006.0,14772220765111.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,6.783.586.880.000,6.136.367.720.000,411.0,,6783586880000.0,6136367720000.0
- Cố phiếu phố thống cỏ quyền biểu quyết,- Cố phiếu phố thống cỏ quyền biểu quyết,- Cố phiếu phố thống cỏ quyền biểu quyết,411a,,6.783.586.880.000,6.136.367.720.000,,,6783586880000.0,6136367720000.0
2. Thăng dư vốn cổ phần,2. Thăng dư vốn cổ phần,2. Thăng dư vốn cổ phần,412,,49.941.441.360,49.465.703.201,412.0,,49941441360.0,49465703201.0
3. Vốn khác của chú sở hữu,3. Vốn khác của chú sở hữu,3. Vốn khác của chú sở hữu,414,,765.332.464.859,667.035.271.273,414.0,,765332464859.0,667035271273.0
4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,4. Cổ phiếu quỹ,415,,(823.760.000),(823.760.000),415.0,,-823760000.0,-823760000.0
5. Chênh lệch tỷ giả hối đoái,5. Chênh lệch tỷ giả hối đoái,5. Chênh lệch tỷ giả hối đoái,417,,(7.773.137.062),14.965.650.460,417.0,,-7773137062.0,14965650460.0
6. Quỹ đầu tư phát triển,6. Quỹ đầu tư phát triển,6. Quỹ đầu tư phát triển,418,,307.526.573.229,222.962.521.203,418.0,,307526573229.0,222962521203.0
7. Quỹ khác thuộc vốn chủ sở hữu,7. Quỹ khác thuộc vốn chủ sở hữu,7. Quỹ khác thuộc vốn chủ sở hữu,420,,102.985.531.790,87.230.283.704,420.0,,102985531790.0,87230283704.0
8. Lợi nhuận sau thuế chưa phân phối,8. Lợi nhuận sau thuế chưa phân phối,8. Lợi nhuận sau thuế chưa phân phối,421,,5.960.676.956.469,5.293.166.046.073,421.0,,5960676956469.0,5293166046073.0
- Lợi nhuận sau thuế chưa phân phối lũy kể đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kể đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kể đến cuối năm trước,421a,,3.503.602.891.815,3.515.481.219.969,,,3503602891815.0,3515481219969.0
- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,2.457.074.064.654,1.777.684.826.104,,,2457074064654.0,1777684826104.0
9. Lợi ích cố động không kiểm soát,9. Lợi ích cố động không kiểm soát,9. Lợi ích cố động không kiểm soát,429,,2.835.086.450.361,2.301.851.329.197,429.0,,2835086450361.0,2301851329197.0
II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,430,,2.750.000.000,2.750.000.000,430.0,,2750000000.0,2750000000.0
1. Nguồn kinh phí,1. Nguồn kinh phí,1. Nguồn kinh phí,431,,2.750.000.000,2.750.000.000,431.0,,2750000000.0,2750000000.0
TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,33.394.164.263.694,29.757.067.149.568,440.0,,33394164263694.0,29757067149568.0
