row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.174.778.083.753,805.559.896.217,1174778083753.0,805559896217.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.205.845.765.978,1.029.543.672.496,1205845765978.0,1029543672496.0
Kết chuyển sang tài sản cổ định,Kết chuyển sang tài sản cổ định,Kết chuyển sang tài sản cổ định,(715.952.062.667),(503.097.707.588),-715952062667.0,-503097707588.0
Giảm khác,Giảm khác,Giảm khác,(14.200.913.572),(157.227.777.372),-14200913572.0,-157227777372.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.650.470.873.492,1.174.778.083.753,1650470873492.0,1174778083753.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- FPT Tower,Trong đó: > - FPT Tower,- FPT Tower,978.795.909.856,712.296.937.417,978795909856.0,712296937417.0
- Công trình Ftown 3,Trong đó: > - Công trình Ftown 3,- Công trình Ftown 3,344.891.726.250,69.215.781.016,344891726250.0,69215781016.0
- Phân hiệu đại học FPT tại Hồ Chí Minh,Trong đó: > - Phân hiệu đại học FPT tại Hồ Chí Minh,- Phân hiệu đại học FPT tại Hồ Chí Minh,-,109.784.758.740,,109784758740.0
- Các công trình khác,Trong đó: > - Các công trình khác,- Các công trình khác,326.783.237.386,283.480.606.580,326783237386.0,283480606580.0
,,,1.650.470.873.492,1.174.778.083.753,1650470873492.0,1174778083753.0
