row_label_raw,row_label_full,col_0,Số đầu năm > Già trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Già trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay ngắn hạn các ngân hàng và các tố chức kinh tế,Vay ngắn hạn các ngân hàng và các tố chức kinh tế,Vay ngắn hạn các ngân hàng và các tố chức kinh tế,6.213.841.474.308,6.213.841.474.308,13.080.728.607.916,12.135.038.037.404,7.159.532.044.820,7.159.532.044.820,6213841474308.0,6213841474308.0,13080728607916.0,12135038037404.0,7159532044820.0,7159532044820.0
Vay và nợ thuê tài chính dài hạn đến hạn trả,Vay và nợ thuê tài chính dài hạn đến hạn trả,Vay và nợ thuê tài chính dài hạn đến hạn trả,385.027.375.040,385.027.375.040,340.294.362.450,371.218.128.302,354.103.609.188,354.103.609.188,385027375040.0,385027375040.0,340294362450.0,371218128302.0,354103609188.0,354103609188.0
- Vay dài hạn đến hạn trả (xem Thuyết minh số 24),- Vay dài hạn đến hạn trả (xem Thuyết minh số 24),- Vay dài hạn đến hạn trả (xem Thuyết minh số 24),384.027.104.683,384.027.104.683,338.675.805.596,369.695.355.836,353.007.554.443,353.007.554.443,384027104683.0,384027104683.0,338675805596.0,369695355836.0,353007554443.0,353007554443.0
- Nợ thuê tài chính dài hạn đến hạn trả (xem Thuyết minh số 24),- Nợ thuê tài chính dài hạn đến hạn trả (xem Thuyết minh số 24),- Nợ thuê tài chính dài hạn đến hạn trả (xem Thuyết minh số 24),1.000.270.357,1.000.270.357,1.618.556.854,1.522.772.466,1.096.054.745,1.096.054.745,1000270357.0,1000270357.0,1618556854.0,1522772466.0,1096054745.0,1096054745.0
Cộng,Cộng,Cộng,6.598.868.849.348,6.598.868.849.348,13.421.022.970.366,12.506.256.165.706,7.513.635.654.008,7.513.635.654.008,6598868849348.0,6598868849348.0,13421022970366.0,12506256165706.0,7513635654008.0,7513635654008.0
