row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,14.414.988.134.764,11.350.979.923.527,200.0,,14414988134764.0,11350979923527.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,262.484.590.350,109.788.240.927,210.0,,262484590350.0,109788240927.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,,380.000.000,-,212.0,,380000000.0,
2. Phải thu vẽ cho vay dài hạn,2. Phải thu vẽ cho vay dài hạn,2. Phải thu vẽ cho vay dài hạn,215,,47.427.917.600,392.794.707,215.0,,47427917600.0,392794707.0
3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,216,8,269.405.846.568,164.124.620.038,216.0,8.0,269405846568.0,164124620038.0
4. Dư phòng phải thu dài hạn khó đòi,4. Dư phòng phải thu dài hạn khó đòi,4. Dư phòng phải thu dài hạn khó đòi,219,9,(54.729.173.818),(54.729.173.818),219.0,9.0,-54729173818.0,-54729173818.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,7.492.167.954.088,6.513.735.578.258,220.0,,7492167954088.0,6513735578258.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,13,6.295.261.846.210,5.207.125.950.106,221.0,13.0,6295261846210.0,5207125950106.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,11.301.061.772.211,9.471.984.147.609,222.0,,11301061772211.0,9471984147609.0
- Giá trị hao món lũy kê,- Giá trị hao món lũy kê,- Giá trị hao món lũy kê,223,,(5.005.799.926.001),(4.264.858.197.503),223.0,,-5005799926001.0,-4264858197503.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,,2.845.085.816,3.024.593.397,224.0,,2845085816.0,3024593397.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,6.057.653.223,5.208.542.803,225.0,,6057653223.0,5208542803.0
- Giá trị hao món lũy kê,- Giá trị hao món lũy kê,- Giá trị hao món lũy kê,226,,(3.212.567.407),(2.183.949.406),226.0,,-3212567407.0,-2183949406.0
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,14,1.194.061.022.062,1.303.585.034.755,227.0,14.0,1194061022062.0,1303585034755.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,1.973.814.359.687,1.915.362.421.263,228.0,,1973814359687.0,1915362421263.0
- Giá trị hao món lũy kê,- Giá trị hao món lũy kê,- Giá trị hao món lũy kê,229,,(779.753.337.625),(611.777.386.508),229.0,,-779753337625.0,-611777386508.0
III. Tài sản đó dang dài hạn,III. Tài sản đó dang dài hạn,III. Tài sản đó dang dài hạn,240,,1.650.470.873.492,1.174.778.083.753,240.0,,1650470873492.0,1174778083753.0
1. Chi phí xây dựng cơ bản đó dang,1. Chi phí xây dựng cơ bản đó dang,1. Chi phí xây dựng cơ bản đó dang,242,15,1.650.470.873.492,1.174.778.083.753,242.0,15.0,1650470873492.0,1174778083753.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,,2.496.552.054.488,2.202.466.649.730,250.0,,2496552054488.0,2202466649730.0
1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,252,17,1.912.712.694.571,1.676.231.689.527,252.0,17.0,1912712694571.0,1676231689527.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,6,893.623.994.517,793.360.844.792,253.0,6.0,893623994517.0,793360844792.0
3. Dư phòng đầu tư tài chính dài hạn,3. Dư phòng đầu tư tài chính dài hạn,3. Dư phòng đầu tư tài chính dài hạn,254,6,(309.784.634.600),(267.125.884.589),254.0,6.0,-309784634600.0,-267125884589.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,2.287.383.247.074,1.024.193.647.679,260.0,,2287383247074.0,1024193647679.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,11,2.247.131.962.711,986.963.791.569,261.0,11.0,2247131962711.0,986963791569.0
2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,262,,40.251.284.363,37.229.856.110,262.0,,40251284363.0,37229856110.0
VI. Lợi thể thương mại,VI. Lợi thể thương mại,VI. Lợi thể thương mại,269,18,225.929.415.272,326.017.723.180,269.0,18.0,225929415272.0,326017723180.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,33.394.164.263.694,29.757.067.149.568,270.0,,33394164263694.0,29757067149568.0
