row_label_raw,row_label_full,col_0,Dự phòng bảo hành sản phẩm ngắn hạn,Dự phòng ngắn hạn khác,Tổng cộng,numeric__Dự phòng bảo hành sản phẩm ngắn hạn,numeric__Dự phòng ngắn hạn khác,numeric__Tổng cộng
,,,VND,VND,VND,,,
Số đầu năm,Số đầu năm,Số đầu năm,17.137.115.546,14.217.000.000,31.354.115.546,17137115546.0,14217000000.0,31354115546.0
Trích lập dự phòng bổ sung trong năm,Trích lập dự phòng bổ sung trong năm,Trích lập dự phòng bổ sung trong năm,262.716.750,165.273.858.251,165.536.575.001,262716750.0,165273858251.0,165536575001.0
Các khoản dự phòng đã sử dụng/ hoàn nhập,Các khoản dự phòng đã sử dụng/ hoàn nhập,Các khoản dự phòng đã sử dụng/ hoàn nhập,(1.106.878.295),(21.217.000.000),(22.323.878.295),-1106878295.0,-21217000000.0,-22323878295.0
Số cuối năm,Số cuối năm,Số cuối năm,16.292.954.001,158.273.858.251,174.566.812.252,16292954001.0,158273858251.0,174566812252.0
