row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,16.594.874.862.688,14.982.096.384.457,,300.0,,16594874862688.0,14982096384457.0
I.,I.,I.,Nợ ngắn hạn,310,,16.102.256.902.439,14.451.149.990.521,,310.0,,16102256902439.0,14451149990521.0
I.,I.,I.,1. Phải trả người bản ngắn hạn,311,,2.641.797.326.788,2.510.114.267.322,,311.0,,2641797326788.0,2510114267322.0
I.,I.,I.,2. Người mua trả tiên trước ngắn hạn,312,,398.628.905.824,418.652.248.691,,312.0,,398628905824.0,418652248691.0
I.,I.,I.,3. Thuế và các khoản phải nộp Nhà nước,313,12,554.461.605.696,411.222.366.924,,313.0,12.0,554461605696.0,411222366924.0
I.,I.,I.,4. Phải trả người lao động,314,,1.278.884.909.353,1.191.302.627.829,,314.0,,1278884909353.0,1191302627829.0
I.,I.,I.,5. Chỉ phí phải trả ngắn hạn,315,19,746.853.608.766,837.956.702.415,,315.0,19.0,746853608766.0,837956702415.0
I.,I.,I.,6. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,7,39.251.428.042,46.561.518.663,,317.0,7.0,39251428042.0,46561518663.0
I.,I.,I.,7. Doanh thu chưa thực hiện ngắn hạn,318,20,1.827.319.525.947,1.610.921.248.698,,318.0,20.0,1827319525947.0,1610921248698.0
I.,I.,I.,8. Phải trả ngắn hạn khác,319,21,387.440.116.553,341.063.193.828,,319.0,21.0,387440116553.0,341063193828.0
I.,I.,I.,9. Vay và nợ thuê tài chính ngắn hạn,320,22,7.513.635.654.008,6.598.868.849.348,,320.0,22.0,7513635654008.0,6598868849348.0
I.,I.,I.,10. Dư phòng phải trả ngắn hạn,321,23,174.566.812.252,31.354.115.546,,321.0,23.0,174566812252.0,31354115546.0
I.,I.,I.,"11. Quỹ khen thưởng, phúc lợi",322,,539.417.009.210,453.132.851.257,,322.0,,539417009210.0,453132851257.0
II.,II.,II.,Nợ dài hạn,330,,492.617.960.249,530.946.393.936,,330.0,,492617960249.0,530946393936.0
II.,II.,II.,1. Doanh thu chưa thực hiện dài hạn,336,20,42.777.167.223,46.805.654.155,,336.0,20.0,42777167223.0,46805654155.0
II.,II.,II.,2. Phải trả dài hạn khác,337,21,92.105.961.472,108.962.237.984,,337.0,21.0,92105961472.0,108962237984.0
II.,II.,II.,3. Vay và nợ thuê tài chính dài hạn,338,24,349.769.099.942,366.793.322.852,,338.0,24.0,349769099942.0,366793322852.0
II.,II.,II.,4. Thuế thu nhập hoãn lại phải trả,341,,-,335.327.364,,341.0,,,335327364.0
II.,II.,II.,5. Dự phòng phải trả dài hạn,342,23,7.773.635.329,7.857.755.298,,342.0,23.0,7773635329.0,7857755298.0
II.,II.,II.,6. Quỹ phát triển khoa học và công nghệ,343,,192.096.283,192.096.283,,343.0,,192096283.0,192096283.0
