row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"1. Tiền thu từ phát hành cổ phiếu, nhân vốn góp của chủ sở hữu","III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ phát hành cổ phiếu, nhân vốn góp của chủ sở hữu","1. Tiền thu từ phát hành cổ phiếu, nhân vốn góp của chủ sở hữu",31,71.715.000.000,26.545.560.000,31.0,71715000000.0,26545560000.0
"2. Tiền trả lai vốn góp cho các chủ sở hữu, mua lai cổ phiếu của doanh nghiệp đã phát hành","III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền trả lai vốn góp cho các chủ sở hữu, mua lai cổ phiếu của doanh nghiệp đã phát hành","2. Tiền trả lai vốn góp cho các chủ sở hữu, mua lai cổ phiếu của doanh nghiệp đã phát hành",32,(269.625.000),,32.0,-269625000.0,
3. Tiền thu từ đi vay,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền thu từ đi vay,3. Tiền thu từ đi vay,33,13.403.998.747.456,10.281.501.672.838,33.0,13403998747456.0,10281501672838.0
4. Tiền trả nợ gốc vay,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Tiền trả nợ gốc vay,4. Tiền trả nợ gốc vay,34,(12.504.733.393.240),(8.046.132.467.710),34.0,-12504733393240.0,-8046132467710.0
5. Tiền trả nợ gốc thuế tài chính,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > 5. Tiền trả nợ gốc thuế tài chính,5. Tiền trả nợ gốc thuế tài chính,35,(1.522.772.466),(814.120.155),35.0,-1522772466.0,-814120155.0
"6. Cổ tức, lời nhuận đã trả cho chủ sở hữu","III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > 6. Cổ tức, lời nhuận đã trả cho chủ sở hữu","6. Cổ tức, lời nhuận đã trả cho chủ sở hữu",36,(1.483.558.593.800),(1.707.621.484.375),36.0,-1483558593800.0,-1707621484375.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(514.370.637.050),553.479.160.598,40.0,-514370637050.0,553479160598.0
Lưu chuyển tiền thuần trong năm (50=20+30+40),III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (50=20+30+40),Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(460.689.146.227),445.067.691.505,50.0,-460689146227.0,445067691505.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,3.925.727.206.293,3.480.659.514.788,60.0,3925727206293.0,3480659514788.0
Ảnh hưởng của thay đổi tỷ giả hối đoái,III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giả hối đoái,Ảnh hưởng của thay đổi tỷ giả hối đoái,61,(11.649.442.497),,61.0,-11649442497.0,
Tiền và tương đương tiền cuối năm (70=50+60+61),III. LƯU CHUYỄN TIẾN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm (70=50+60+61),Tiền và tương đương tiền cuối năm (70=50+60+61),70,3.453.388.617.569,3.925.727.206.293,70.0,3453388617569.0,3925727206293.0
