row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay dài hạn,Vay dài hạn,Vay dài hạn,748.733.180.351,748.733.180.351,321.835.436.636,369.695.355.836,700.873.261.151,700.873.261.151,748733180351.0,748733180351.0,321835436636.0,369695355836.0,700873261151.0,700873261151.0
Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,3.087.517.541,3.087.517.541,1.434.702.904,1.522.772.466,2.999.447.979,2.999.447.979,3087517541.0,3087517541.0,1434702904.0,1522772466.0,2999447979.0,2999447979.0
Cộng,Cộng,Cộng,751.820.697.892,751.820.697.892,323.270.139.540,371.218.128.302,703.872.709.130,703.872.709.130,751820697892.0,751820697892.0,323270139540.0,371218128302.0,703872709130.0,703872709130.0
