row_label_raw,row_label_full,col_0,Số cố phiếu binh quản gia quyền,Lãi cơ bản trên cố phiếu,numeric__Số cố phiếu binh quản gia quyền,numeric__Lãi cơ bản trên cố phiếu
,,,,VND,,
Cố phiếu phố thông đang lưu hành đầu năm,Cố phiếu phố thông đang lưu hành đầu năm,Cố phiếu phố thông đang lưu hành đầu năm,612.669.544,3.903,612669544.0,3903.0
Ảnh hưởng của trả cố tức bằng cố phiếu được phát hành trong năm,Ảnh hưởng của trả cố tức bằng cố phiếu được phát hành trong năm,Ảnh hưởng của trả cố tức bằng cố phiếu được phát hành trong năm,61.654.716,(357),61654716.0,-357.0
Số đã điều chỉnh lại,Số đã điều chỉnh lại,Số đã điều chỉnh lại,674.324.260,3.546,674324260.0,3546.0
