row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TẢI SẢN NGĂN HẠN,A. TẢI SẢN NGĂN HẠN,A. TẢI SẢN NGĂN HẠN,100,,18.979.176.128.930,18.406.087.226.041,100.0,,18979176128930.0,18406087226041.0
I. Tiên và các khoản tương đương tiền,I. Tiên và các khoản tương đương tiền,I. Tiên và các khoản tương đương tiền,110,5,3.453.388.617.569,3.925.727.206.293,110.0,5.0,3453388617569.0,3925727206293.0
1. Tiền,1. Tiền,1. Tiền,111,,2.611.644.417.963,2.682.437.141.849,111.0,,2611644417963.0,2682437141849.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,841.744.199.606,1.243.290.064.444,112.0,,841744199606.0,1243290064444.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,6.708.978.162.325,5.568.623.727.137,120.0,6.0,6708978162325.0,5568623727137.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,6.708.978.162.325,5.568.623.727.137,123.0,,6708978162325.0,5568623727137.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,6.536.251.148.622,6.426.946.279.074,130.0,,6536251148622.0,6426946279074.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,,5.812.938.112.346,5.561.545.801.834,131.0,,5812938112346.0,5561545801834.0
2. Trả trước cho người bản ngắn hạn,2. Trả trước cho người bản ngắn hạn,2. Trả trước cho người bản ngắn hạn,132,,274.779.131.899,218.427.501.076,132.0,,274779131899.0,218427501076.0
3. Phải thu theo tiến độ kê hoạch hợp đồng xây dựng,3. Phải thu theo tiến độ kê hoạch hợp đồng xây dựng,3. Phải thu theo tiến độ kê hoạch hợp đồng xây dựng,134,7,318.339.389.202,251.954.356.007,134.0,7.0,318339389202.0,251954356007.0
4. Phải thu vẽ cho vay ngắn hạn,4. Phải thu vẽ cho vay ngắn hạn,4. Phải thu vẽ cho vay ngắn hạn,135,,394.176.861,910.049.188,135.0,,394176861.0,910049188.0
5. Phải thu ngắn hạn khác,5. Phải thu ngắn hạn khác,5. Phải thu ngắn hạn khác,136,8,491.315.953.067,658.775.479.875,136.0,8.0,491315953067.0,658775479875.0
6. Dự phòng phải thu ngắn hạn khó đòi,6. Dự phòng phải thu ngắn hạn khó đòi,6. Dự phòng phải thu ngắn hạn khó đòi,137,9,(361.515.614.753),(264.666.908.906),137.0,9.0,-361515614753.0,-264666908906.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,1.284.200.733.943,1.340.687.216.347,140.0,10.0,1284200733943.0,1340687216347.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.349.958.901.393,1.401.302.666.378,141.0,,1349958901393.0,1401302666378.0
2. Dự phòng giảm giả hàng tồn kho,2. Dự phòng giảm giả hàng tồn kho,2. Dự phòng giảm giả hàng tồn kho,149,,(65.758.167.450),(60.615.450.031),149.0,,-65758167450.0,-60615450031.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,996.357.466.471,1.144.102.797.190,150.0,,996357466471.0,1144102797190.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,692.500.771.861,962.477.975.930,151.0,11.0,692500771861.0,962477975930.0
2. Thuế giá trị gia tăng được khấu trú,2. Thuế giá trị gia tăng được khấu trú,2. Thuế giá trị gia tăng được khấu trú,152,,175.754.512.449,138.812.602.015,152.0,,175754512449.0,138812602015.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,12,128.102.182.161,42.812.219.245,153.0,12.0,128102182161.0,42812219245.0
