row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC > BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,3,3.0
BÀNG CÂN ĐÕI KẾ TOÁN HỢP NHẤT,BÀNG CÂN ĐÕI KẾ TOÁN HỢP NHẤT,BÀNG CÂN ĐÕI KẾ TOÁN HỢP NHẤT,4 - 7,
BẢO CẢO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÀNG CÂN ĐÕI KẾ TOÁN HỢP NHẤT > BẢO CẢO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢO CẢO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,8,8.0
BẢO CẢO LUU CHUYỄN TIÊN TỆ HỢP NHẤT,BẢO CẢO LUU CHUYỄN TIÊN TỆ HỢP NHẤT,BẢO CẢO LUU CHUYỄN TIÊN TỆ HỢP NHẤT,9 - 10,
THUYẾT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,11 - 47,
