row_label_raw,row_label_full,col_0,Sõ cuối năm,Sõ dâu năm,numeric__Sõ cuối năm,numeric__Sõ dâu năm
,,,VND,VND,,
Thuế giả trị gia tăng,Thuế giả trị gia tăng,Thuế giả trị gia tăng,303.652.786.817,234.041.665.209,303652786817.0,234041665209.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,-,33.025.979,,33025979.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,173.291.604.434,121.024.999.526,173291604434.0,121024999526.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,56.133.748.776,45.144.871.407,56133748776.0,45144871407.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,19.144.273.924,8.130.461.023,19144273924.0,8130461023.0
Các loại thuê và phí khác,Các loại thuê và phí khác,Các loại thuê và phí khác,2.239.191.745,2.847.343.780,2239191745.0,2847343780.0
Cộng,Cộng,Cộng,554.461.605.696,411.222.366.924,554461605696.0,411222366924.0
