row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
300,300,300,NỘ PHẢI TRẢ,,71.672.280.613.334,53.138.669.609.828,,,71672280613334.0,53138669609828.0
310,310,310,Nợ ngắn hạn,,38.861.475.794.473,30.417.318.604.359,,,38861475794473.0,30417318604359.0
311,311,311,Phải trả người bán ngắn hạn,13,8.805.295.313.768,9.659.935.956.869,,13.0,8805295313768.0,9659935956869.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,3.546.076.667.248,1.986.659.055.915,,14.0,3546076667248.0,1986659055915.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),449.814.735.804,358.418.036.035,,,449814735804.0,358418036035.0
314,314,314,Phải trả người lao động,16,155.083.000.891,190.125.532.153,,16.0,155083000891.0,190125532153.0
315,315,315,Chi phí phải trả ngắn hạn,17,1.926.403.437.286,855.084.674.254,,17.0,1926403437286.0,855084674254.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,18,3.600.018.592.599,3.503.454.041.287,,18.0,3600018592599.0,3503454041287.0
319,319,319,Phải trả ngắn hạn khác,19,4.157.248.813.226,3.409.079.045.889,,19.0,4157248813226.0,3409079045889.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,20(a),13.553.794.368.608,8.549.901.782.085,,,13553794368608.0,8549901782085.0
321,321,321,Dự phòng phải trả ngắn hạn,21,2.662.251.126.094,1.758.368.694.808,,21.0,2662251126094.0,1758368694808.0
322,322,322,"Quỹ khen thưởng, phúc lợi",22,5.489.738.949,146.291.785.064,,22.0,5489738949.0,146291785064.0
330,330,330,Nợ dài hạn,,32.810.804.818.861,22.721.351.005.469,,,32810804818861.0,22721351005469.0
337,337,337,Phải trả dài hạn khác,,1.624.408.614,69.127.001.956,,,1624408614.0,69127001956.0
338,338,338,Vay và nợ thuê tài chính dài hạn,20(b),17.257.038.503.121,10.309.745.847.108,,,17257038503121.0,10309745847108.0
342,342,342,Dự phòng phải trả dài hạn,21,15.552.141.907.126,12.342.478.156.405,,21.0,15552141907126.0,12342478156405.0
400,400,400,VỐN CHỦ SỞ HỮU,,15.253.140.303.435,14.898.294.823.484,,,15253140303435.0,14898294823484.0
410,410,410,Vốn chủ sở hữu,,15.253.140.303.435,14.898.294.823.484,,,15253140303435.0,14898294823484.0
411,411,411,Vốn góp của chủ sở hữu,"24, 25",5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
412,412,412,Thặng dư vốn cổ phần,25,247.483.117.899,247.483.117.899,,25.0,247483117899.0,247483117899.0
417,417,417,Chênh lệch tỷ giá hối đoái,25,318.761.018.138,195.328.953.538,,25.0,318761018138.0,195328953538.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",25,9.249.524.468.061,9.018.933.578.880,,25.0,9249524468061.0,9018933578880.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,9.018.933.578.880,11.281.432.588.734,,,9018933578880.0,11281432588734.0
421b,421b,421b,- LNST/(lỗ) chưa phân phối của năm nay,,230.590.889.181,(2.262.499.009.854),,,230590889181.0,-2262499009854.0
429,429,429,Lợi ích cổ đông không kiểm soát,25,21.258.359.337,20.435.833.167,,25.0,21258359337.0,20435833167.0
440,440,440,TỔNG NGUỒN VỐN,,86.925.420.916.769,68.036.964.433.312,,,86925420916769.0,68036964433312.0
