row_label_raw,row_label_full,col_0,31.12.2023VND,31.12.2022VND,numeric__31.12.2023VND,numeric__31.12.2022VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,146.291.785.064,327.150.076.791,146291785064.0,327150076791.0
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,(140.802.046.115),(180.858.291.727),-140802046115.0,-180858291727.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,5.489.738.949,146.291.785.064,5489738949.0,146291785064.0
