row_label_raw,row_label_full,Bên đi vay > AAA Aircraft Asset Company Limited (*),Nguyên tệ > USD,"Lãi suất năm > 2,5%",Năm đáo hạn > 2025,2023 VND > 518.403.576.000,2022 VND > 512.689.557.018,numeric__Nguyên tệ > USD,"numeric__Lãi suất năm > 2,5%",numeric__Năm đáo hạn > 2025,numeric__2023 VND > 518.403.576.000,numeric__2022 VND > 512.689.557.018
Apricot Aircraft Assets No. 1 Limited (**),Apricot Aircraft Assets No. 1 Limited (**),Apricot Aircraft Assets No. 1 Limited (**),USD,5%,2033,301.218.308.679,300.386.377.342,,0.05,2033.0,301218308679.0,300386377342.0
Ban Điều hành (Thuyết minh 40(b)),Ban Điều hành (Thuyết minh 40(b)),Ban Điều hành (Thuyết minh 40(b)),VND,"5,8%",2027,25.000.000.000,25.000.000.000,,0.057999999999999996,2027.0,25000000000.0,25000000000.0
Ban Quản lý cấp cao (Thuyết minh 40(b)),Ban Quản lý cấp cao (Thuyết minh 40(b)),Ban Quản lý cấp cao (Thuyết minh 40(b)),VND,"5,8%",2027,25.000.000.000,25.000.000.000,,0.057999999999999996,2027.0,25000000000.0,25000000000.0
Khác,Khác,Khác,VND,5%,2025,5.145.921.500,5.145.921.500,,0.05,2025.0,5145921500.0,5145921500.0
,,,,,,874.767.806.179,868.221.855.860,,,,874767806179.0,868221855860.0
