row_label_raw,row_label_full,col_0,Tại ngày 1.1.2023 VND,Tăng VND,Giảm VND,Phân loại lại VND,Đánh giá lại VND,Tại ngày 31.12.2023 VND,numeric__Tại ngày 1.1.2023 VND,numeric__Tăng VND,numeric__Giảm VND,numeric__Phân loại lại VND,numeric__Đánh giá lại VND,numeric__Tại ngày 31.12.2023 VND
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),7.786.603.382.085,25.763.821.531.653,(25.489.579.342.495),-,72.083.482.338,8.132.929.053.581,7786603382085.0,25763821531653.0,-25489579342495.0,,72083482338.0,8132929053581.0
Vay dài hạn đến hạn trả(Thuyết minh 20(b)),Vay dài hạn đến hạn trả(Thuyết minh 20(b)),Vay dài hạn đến hạn trả(Thuyết minh 20(b)),68.298.400.000,-,(67.430.200.000),69.832.220.000,-,70.700.420.000,68298400000.0,,-67430200000.0,69832220000.0,,70700420000.0
Trái phiếu dài hạn đến hạn trả(Thuyết minh 20(b)),Trái phiếu dài hạn đến hạn trả(Thuyết minh 20(b)),Trái phiếu dài hạn đến hạn trả(Thuyết minh 20(b)),650.000.000.000,-,(650.000.000.000),5.000.000.000.000,-,5.000.000.000.000,650000000000.0,,-650000000000.0,5000000000000.0,,5000000000000.0
Bên liên quan (ii)(Thuyết minh 40(b)),Bên liên quan (ii)(Thuyết minh 40(b)),Bên liên quan (ii)(Thuyết minh 40(b)),45.000.000.000,-,-,-,-,45.000.000.000,45000000000.0,,,,,45000000000.0
Nợ thuê tài chính tối hạn trả(Thuyết minh 20(b)(v)),Nợ thuê tài chính tối hạn trả(Thuyết minh 20(b)(v)),Nợ thuê tài chính tối hạn trả(Thuyết minh 20(b)(v)),-,-,-,305.164.895.027,-,305.164.895.027,,,,305164895027.0,,305164895027.0
,,,8.549.901.782.085,25.763.821.531.653,(26.207.009.542.495),5.374.997.115.027,72.083.482.338,13.553.794.368.608,8549901782085.0,25763821531653.0,-26207009542495.0,5374997115027.0,72083482338.0,13553794368608.0
