row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
200,200,200,TÀI SẢN DÀI HẠN,,46.098.452.016.368,34.449.491.811.396,,,46098452016368.0,34449491811396.0
210,210,210,Các khoản phải thu dài hạn,,26.305.729.746.755,21.238.145.855.696,,,26305729746755.0,21238145855696.0
211,211,211,Phải thu dài hạn của khách hàng,5(b),1.942.095.121.864,3.863.320.000.000,,,1942095121864.0,3863320000000.0
212,212,212,Trả trước cho người bán dài hạn,6(b),6.115.740.351.363,1.132.635.253.054,,,6115740351363.0,1132635253054.0
215,215,215,Phải thu về cho vay dài hạn,7(b),874.767.806.179,868.221.855.860,,,874767806179.0,868221855860.0
216,216,216,Phải thu dài hạn khác,8(b),17.373.126.467.349,15.373.968.746.782,,,17373126467349.0,15373968746782.0
220,220,220,Tài sản cố định,,10.173.343.104.449,5.709.719.496.248,,,10173343104449.0,5709719496248.0
221,221,221,Tài sản cố định hữu hình,11(a),3.990.618.451.426,5.681.333.704.196,,,3990618451426.0,5681333704196.0
222,222,222,Nguyên giá,,4.638.893.419.349,6.113.532.845.752,,,4638893419349.0,6113532845752.0
223,223,223,Giá trị khấu hao lũy kế,,(648.274.967.923),(432.199.141.556),,,-648274967923.0,-432199141556.0
224,224,224,Tài sản cố định thuê tài chính,11(b),6.135.424.462.924,-,,,6135424462924.0,
225,225,225,Nguyên giá,,6.181.116.755.409,-,,,6181116755409.0,
226,226,226,Giá trị khấu hao lũy kế,,(45.692.292.485),-,,,-45692292485.0,
227,227,227,Tài sản cố định vô hình,11(c),47.300.190.099,28.385.792.052,,,47300190099.0,28385792052.0
228,228,228,Nguyên giá,,88.711.024.773,61.941.976.858,,,88711024773.0,61941976858.0
229,229,229,Giá trị khấu hao lũy kế,,(41.410.834.674),(33.556.184.806),,,-41410834674.0,-33556184806.0
240,240,240,Tài sản dở dang dài hạn,,380.635.096.052,308.749.694.497,,,380635096052.0,308749694497.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,380.635.096.052,308.749.694.497,,12.0,380635096052.0,308749694497.0
250,250,250,Đầu tư tài chính dài hạn,,149.417.024.400,149.417.024.400,,,149417024400.0,149417024400.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(d),149.417.024.400,149.417.024.400,,,149417024400.0,149417024400.0
260,260,260,Tài sản dài hạn khác,,9.089.327.044.712,7.043.459.740.555,,,9089327044712.0,7043459740555.0
261,261,261,Chi phí trả trước dài hạn,10(b),9.056.529.403.935,6.639.189.192.765,,,9056529403935.0,6639189192765.0
262,262,262,Tài sản thuê thu nhập hoãn lại,23,32.797.640.777,404.270.547.790,,23.0,32797640777.0,404270547790.0
270,270,270,TỔNG TÀI SẢN,,86.925.420.916.769,68.036.964.433.312,,,86925420916769.0,68036964433312.0
