row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
100,100,100,TÀI SẢN NGĂN HẠN,,40.826.968.900.401,33.587.472.621.916,,,40826968900401.0,33587472621916.0
110,110,110,Tiền và các khoản tương đương tiền,3,5.050.743.180.748,1.858.261.735.520,,3.0,5050743180748.0,1858261735520.0
111,111,111,Tiền,,2.427.790.228.105,895.285.954.496,,,2427790228105.0,895285954496.0
112,112,112,Các khoản tương đương tiền,,2.622.952.952.643,962.975.781.024,,,2622952952643.0,962975781024.0
120,120,120,Đầu tư tài chính ngắn hạn,,613.343.871.096,687.775.421.096,,,613343871096.0,687775421096.0
121,121,121,Chứng khoán kinh doanh,4(a),990.000.000.000,990.000.000.000,,,990000000000.0,990000000000.0
122,122,122,Dự phòng giảm giá chứng khoán kinh doanh,4(a),(486.450.000.000),(490.000.000.000),,,-486450000000.0,-490000000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(b),109.793.871.096,187.775.421.096,,,109793871096.0,187775421096.0
130,130,130,Các khoản phải thu ngắn hạn,,34.243.067.480.800,29.729.804.064.103,,,34243067480800.0,29729804064103.0
131,131,131,Phải thu ngắn hạn của khách hàng,5(a),12.316.753.791.172,12.402.309.894.689,,,12316753791172.0,12402309894689.0
132,132,132,Trả trước cho người bán ngắn hạn,6(a),1.778.869.624.304,1.626.225.517.323,,,1778869624304.0,1626225517323.0
135,135,135,Phải thu về cho vay ngắn hạn,7(a),457.000.000.000,657.000.000.000,,,457000000000.0,657000000000.0
136,136,136,Phải thu ngắn hạn khác,8(a),19.690.444.065.324,15.044.268.652.091,,,19690444065324.0,15044268652091.0
140,140,140,Hàng tồn kho,,703.384.543.264,982.716.071.675,,,703384543264.0,982716071675.0
141,141,141,Hàng tồn kho,9,703.384.543.264,982.716.071.675,,9.0,703384543264.0,982716071675.0
150,150,150,Tài sản ngắn hạn khác,,216.429.824.493,328.915.329.522,,,216429824493.0,328915329522.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),139.380.066.942,164.682.034.869,,,139380066942.0,164682034869.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",15(a),9.006.655.475,139.358.572.943,,,9006655475.0,139358572943.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(a),68.043.102.076,24.874.721.710,,,68043102076.0,24874721710.0
