row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu VND,Thặng dư vốn cổ phần VND,Chênh lệch tỷ giả hối đoái VND,LNST chưa phân phối VND,Lợi ích cổ đông không kiểm soát VND,Tổng cộng VND,numeric__Vốn góp của chủ sở hữu VND,numeric__Thặng dư vốn cổ phần VND,numeric__Chênh lệch tỷ giả hối đoái VND,numeric__LNST chưa phân phối VND,numeric__Lợi ích cổ đông không kiểm soát VND,numeric__Tổng cộng VND
Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,5.416.113.340.000,247.483.117.899,(110.730.393.251),11.281.432.588.734,19.911.667.098,16.854.210.320.480,5416113340000.0,247483117899.0,-110730393251.0,11281432588734.0,19911667098.0,16854210320480.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,-,(2.262.499.009.854),524.166.069,(2.261.974.843.785),,,,-2262499009854.0,524166069.0,-2261974843785.0
Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,-,306.059.346.789,-,-,306.059.346.789,,,306059346789.0,,,306059346789.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,5.416.113.340.000,247.483.117.899,195.328.953.538,9.018.933.578.880,20.435.833.167,14.898.294.823.484,5416113340000.0,247483117899.0,195328953538.0,9018933578880.0,20435833167.0,14898294823484.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,230.590.889.181,822.526.170,231.413.415.351,,,,230590889181.0,822526170.0,231413415351.0
Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,-,123.432.064.600,-,-,123.432.064.600,,,123432064600.0,,,123432064600.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,5.416.113.340.000,247.483.117.899,318.761.018.138,9.249.524.468.061,21.258.359.337,15.253.140.303.435,5416113340000.0,247483117899.0,318761018138.0,9249524468061.0,21258359337.0,15253140303435.0
