row_label_raw,row_label_full,col_0,col_1,2023VND,2022VND,numeric__col_1,numeric__2023VND,numeric__2022VND
i),i),i),"Doanh thu cho thuế khô tàu bayThai Vietjet Air Joint Stock Co., LtdAAA Golden Aircraft Star No.5 Limited",1.305.578.918.979408.421.143.112,1.198.309.663.845362.932.649.312,,1.3055789189794086e+24,1.198309663845363e+24
i),i),i),"Doanh thu cho thuế khô tàu bayThai Vietjet Air Joint Stock Co., LtdAAA Golden Aircraft Star No.5 Limited",1.714.000.062.091,1.561.242.313.157,,1714000062091.0,1561242313157.0
ii),ii),ii),Doanh thu từ chuyển quyền sở hữu và thương mại tàu bayAngelica Holding Limited,4.291.350.000.000,9.983.078.350.000,,4291350000000.0,9983078350000.0
iii),iii),iii),"Doanh thu dịch vụ khácThai Vietjet Air Joint Stock Co., Ltd.Công ty TNHH Victoria AcademyCông ty TNHH Bảo hiểm HDKhác",79.740.850.92156.476.376.58960.416.104.9763.082.260.195,234.989.073.794-100.975.929.25786.678.235,,7.974085092156477e+42,
iii),iii),iii),"Doanh thu dịch vụ khácThai Vietjet Air Joint Stock Co., Ltd.Công ty TNHH Victoria AcademyCông ty TNHH Bảo hiểm HDKhác",199.715.592.681,336.051.681.286,,199715592681.0,336051681286.0
iv),iv),iv),Chi phí thuế hoạt động tàu bay và động cơApricot Aircraft Assets LimitedAAA Golden Aircraft Star No.5 LimitedAngelica Holding LimitedApricot Holding LimitedCông ty TNHH Victoria Academy,1.183.028.409.090220.020.609.40964.138.388.09456.510.821.70852.859.612.903,1.187.236.026.995186.410.500.399--,,1.18302840909022e+57,
iv),iv),iv),Chi phí thuế hoạt động tàu bay và động cơApricot Aircraft Assets LimitedAAA Golden Aircraft Star No.5 LimitedAngelica Holding LimitedApricot Holding LimitedCông ty TNHH Victoria Academy,1.576.557.841.204,1.373.646.527.394,,1576557841204.0,1373646527394.0
v),v),v),Mua dịch vụCông ty Cổ phần Phục vụ Mặt đấtSài GònCông ty TNHH Bảo hiểm HDKhác,383.807.380.150173.326.580.71711.095.417.604,287.926.592.061159.491.701.124138.081.211.386,,3.8380738015017333e+34,2.879265920611595e+35
v),v),v),Mua dịch vụCông ty Cổ phần Phục vụ Mặt đấtSài GònCông ty TNHH Bảo hiểm HDKhác,568.229.378.471,585.499.504.571,,568229378471.0,585499504571.0
vi),vi),vi),"(Thu) và chi hộ, dòng tiền thuầnThai Vietjet Air Joint Stock Co., Ltd.Công ty Cổ phần Nhà ga Quốc tế CamRanh",(2.501.948.115.598)(136.420.748.711),(136.420.748.711)(23.616.309.388),,,
vi),vi) > vi),vi),"(Thu) và chi hộ, dòng tiền thuầnThai Vietjet Air Joint Stock Co., Ltd.Công ty Cổ phần Nhà ga Quốc tế CamRanh",(2.638.368.864.309),(160.037.058.099),,-2638368864309.0,-160037058099.0
