row_label_raw,row_label_full,col_0,Dự phòng chỉ phíbảo dưỡngVND,Dự phòng hoàntrả tàu bay thuêVND,TổngVND,numeric__Dự phòng chỉ phíbảo dưỡngVND,numeric__Dự phòng hoàntrả tàu bay thuêVND,numeric__TổngVND
Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,12.868.906.445.239,1.231.940.405.974,14.100.846.851.213,12868906445239.0,1231940405974.0,14100846851213.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,4.334.205.398.116,271.529.172.023,4.605.734.570.139,4334205398116.0,271529172023.0,4605734570139.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(492.188.388.132),-,(492.188.388.132),-492188388132.0,,-492188388132.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,16.710.923.455.223,1.503.469.577.997,18.214.393.033.220,16710923455223.0,1503469577997.0,18214393033220.0
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.640.538.321.167,21.712.804.927,2.662.251.126.094,2640538321167.0,21712804927.0,2662251126094.0
Dải hạn,Dải hạn,Dải hạn,14.070.385.134.056,1.481.756.773.070,15.552.141.907.126,14070385134056.0,1481756773070.0,15552141907126.0
,,,16.710.923.455.223,1.503.469.577.997,18.214.393.033.220,16710923455223.0,1503469577997.0,18214393033220.0
