row_label_raw,row_label_full,col_0,Tỷ lệ vốn góp %,Phần lợi nhuận sau thuế hoặc lỗ phát sinh trong năm của Công ty liên kết,Phần lợi nhuận hoặc lỗ của Công ty mẹ trong công ty liên kết,numeric__Tỷ lệ vốn góp %,numeric__Phần lợi nhuận sau thuế hoặc lỗ phát sinh trong năm của Công ty liên kết,numeric__Phần lợi nhuận hoặc lỗ của Công ty mẹ trong công ty liên kết
Công ty Cổ phần BOT Quốc Lộ 2,Công ty Cổ phần BOT Quốc Lộ 2,Công ty Cổ phần BOT Quốc Lộ 2,"28,65%",(54.077.322.919),(4.470.000.000),0.2865,-54077322919.0,-4470000000.0
Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,"30,00%",127.569.832,38.270.950,0.3,127569832.0,38270950.0
Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,"50,00%",404.432.096,84.263.064,0.5,404432096.0,84263064.0
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu Công nghiệp Sông Đà,"36,65%",30.565.120.259,11.109.323.001,0.3665,30565120259.0,11109323001.0
Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,"36,00%",(3.796.126.309),(1.366.605.471),0.36,-3796126309.0,-1366605471.0
Công ty Cổ phần Điện Việt - Lào,Công ty Cổ phần Điện Việt - Lào,Công ty Cổ phần Điện Việt - Lào,"38,29%",12.156.877.748,4.268.015.158,0.3829,12156877748.0,4268015158.0
Phần lợi nhuận trong Công ty liên kết của Công ty con trong Báo cáo hợp nhất,Phần lợi nhuận trong Công ty liên kết của Công ty con trong Báo cáo hợp nhất,Phần lợi nhuận trong Công ty liên kết của Công ty con trong Báo cáo hợp nhất,,-,135.673.455,,,135673455.0
Cộng,Cộng,Cộng,,(14.619.449.293),9.798.940.157,,-14619449293.0,9798940157.0
