row_label_raw,row_label_full,Số đầu năm,Năm nay > 475.444.008.618,Năm trước > 356.428.515.903,numeric__Năm nay > 475.444.008.618,numeric__Năm trước > 356.428.515.903
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,62.819.562.949,138.015.254.860,62819562949.0,138015254860.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(44.582.159.540),(18.923.545.407),-44582159540.0,-18923545407.0
Giảm do hợp nhất,Giảm do hợp nhất,Giảm do hợp nhất,(84.583.175.810),-,-84583175810.0,
Sử dụng dự phòng,Sử dụng dự phòng,Sử dụng dự phòng,(863.039.215),(76.216.738),-863039215.0,-76216738.0
Số cuối năm,Số cuối năm,Số cuối năm,408.235.197.002,475.444.008.618,408235197002.0,475444008618.0
