row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,968.075.056.420,959.879.913.941,968075056420.0,959879913941.0
Công ty Cổ phần Sông Đà 12,Công ty Cổ phần Sông Đà 12,Công ty Cổ phần Sông Đà 12,2.580.598.208,-,2580598208.0,
Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,574.149.538,-,574149538.0,
Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,Công ty Cổ phần Điện Việt Lào,25.477.541.047,25.477.541.047,25477541047.0,25477541047.0
Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,10.440.863,21.634.862,10440863.0,21634862.0
Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đồ thị Sông Đà,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đồ thị Sông Đà,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đồ thị Sông Đà,407.426.143,407.426.143,407426143.0,407426143.0
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,9.384.165.774,14.254.729.617,9384165774.0,14254729617.0
Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,4.006.828.011,3.112.502.940,4006828011.0,3112502940.0
Công ty TNHH Điện Xekaman 1,Công ty TNHH Điện Xekaman 1,Công ty TNHH Điện Xekaman 1,362.451.300.909,346.266.345.606,362451300909.0,346266345606.0
Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,Công ty TNHH Điện Xekaman 3,563.147.243.084,569.114.338.858,563147243084.0,569114338858.0
Công ty Cổ phần Năng lượng Someco 1,Công ty Cổ phần Năng lượng Someco 1,Công ty Cổ phần Năng lượng Someco 1,35.362.843,1.225.394.868,35362843.0,1225394868.0
Phải thu các khách hàng khác,Phải thu các khách hàng khác,Phải thu các khách hàng khác,3.055.817.564.134,3.478.399.484.140,3055817564134.0,3478399484140.0
Ban Quản lý Dự án Nhà máy Thủy điện Đồng Nai 5,Ban Quản lý Dự án Nhà máy Thủy điện Đồng Nai 5,Ban Quản lý Dự án Nhà máy Thủy điện Đồng Nai 5,378.881.468.411,438.355.829.952,378881468411.0,438355829952.0
Công ty Cổ phần thép Hòa Phát Dung Quát,Công ty Cổ phần thép Hòa Phát Dung Quát,Công ty Cổ phần thép Hòa Phát Dung Quát,64.244.175.072,178.734.661.194,64244175072.0,178734661194.0
Công ty Cổ phần Đầu tư và Xây dựng Đông Á,Công ty Cổ phần Đầu tư và Xây dựng Đông Á,Công ty Cổ phần Đầu tư và Xây dựng Đông Á,114.924.598.681,117.524.889.517,114924598681.0,117524889517.0
Liên danh CMC/ITD/Song Da,Liên danh CMC/ITD/Song Da,Liên danh CMC/ITD/Song Da,105.181.834.528,125.328.668.107,105181834528.0,125328668107.0
Tổng công ty Cổ phần Thương mại Xây dựng,Tổng công ty Cổ phần Thương mại Xây dựng,Tổng công ty Cổ phần Thương mại Xây dựng,118.777.128.485,122.777.128.485,118777128485.0,122777128485.0
Công ty Cổ phần Đầu tư Đèo Cả,Công ty Cổ phần Đầu tư Đèo Cả,Công ty Cổ phần Đầu tư Đèo Cả,114.907.628.198,114.907.628.198,114907628198.0,114907628198.0
Công ty Mua Bán Điện - Tập đoàn Điện lực Việt Nam,Công ty Mua Bán Điện - Tập đoàn Điện lực Việt Nam,Công ty Mua Bán Điện - Tập đoàn Điện lực Việt Nam,147.220.255.060,108.704.964.630,147220255060.0,108704964630.0
Công ty TNHH Xây dựng Hưng Hải,Công ty TNHH Xây dựng Hưng Hải,Công ty TNHH Xây dựng Hưng Hải,79.380.000.727,107.480.000.727,79380000727.0,107480000727.0
Ban Quản lý Dự án Đầu tư Xây dựng Nhà Quốc hội,Ban Quản lý Dự án Đầu tư Xây dựng Nhà Quốc hội,Ban Quản lý Dự án Đầu tư Xây dựng Nhà Quốc hội,37.296.961.773,70.937.848.698,37296961773.0,70937848698.0
Công ty Cổ phần Thủy điện Hùa Na,Công ty Cổ phần Thủy điện Hùa Na,Công ty Cổ phần Thủy điện Hùa Na,46.367.015.302,64.705.222.023,46367015302.0,64705222023.0
Ban Quản lý Dự án thủy điện 4,Ban Quản lý Dự án thủy điện 4,Ban Quản lý Dự án thủy điện 4,60.998.470.051,63.231.823.051,60998470051.0,63231823051.0
Công ty Cổ phần Điện lực Tây Bắc,Công ty Cổ phần Điện lực Tây Bắc,Công ty Cổ phần Điện lực Tây Bắc,56.184.892.285,56.893.240.849,56184892285.0,56893240849.0
Công ty Cổ phần Tập Đoàn Đức Long Gia Lai,Công ty Cổ phần Tập Đoàn Đức Long Gia Lai,Công ty Cổ phần Tập Đoàn Đức Long Gia Lai,51.327.407.966,51.327.407.966,51327407966.0,51327407966.0
Công ty Cổ phần Thủy điện Pắc Ma,Công ty Cổ phần Thủy điện Pắc Ma,Công ty Cổ phần Thủy điện Pắc Ma,92.471.171.851,49.309.193.656,92471171851.0,49309193656.0
Công ty Cổ phần Sông Đà Hoàng Long,Công ty Cổ phần Sông Đà Hoàng Long,Công ty Cổ phần Sông Đà Hoàng Long,7.200.000.002,11.627.540.000,7200000002.0,11627540000.0
Công ty TNHH Năng lượng Chaleun Sekong,Công ty TNHH Năng lượng Chaleun Sekong,Công ty TNHH Năng lượng Chaleun Sekong,81.708.393.109,35.234.014.420,81708393109.0,35234014420.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,1.498.746.162.633,1.761.319.422.667,1498746162633.0,1761319422667.0
Cộng,Cộng,Cộng,4.023.892.620.554,4.438.279.398.081,4023892620554.0,4438279398081.0
