row_label_raw,row_label_full,Số đầu năm,Số cuối năm > 47.587.717.307,Số đầu năm > 54.580.752.569,numeric__Số cuối năm > 47.587.717.307,numeric__Số đầu năm > 54.580.752.569
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,36.808.003.020,40.837.112.726,36808003020.0,40837112726.0
Tăng khác,Tăng khác,Tăng khác,734.558.896,187.328.727,734558896.0,187328727.0
Chi quỹ,Chi quỹ,Chi quỹ,(43.929.030.535),(47.948.932.068),-43929030535.0,-47948932068.0
Giảm do hợp nhất,Giảm do hợp nhất,Giảm do hợp nhất,(2.010.219.563),-,-2010219563.0,
Giảm khác,Giảm khác,Giảm khác,(68.544.647),(68.544.647),-68544647.0,-68544647.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,39.122.484.478,47.587.717.307,39122484478.0,47587717307.0
