row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,6.044.289.725.925,6.973.551.104.678,,1.0,,6044289725925.0,6973551104678.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.1,44.625.212.967,20.542.812.874,,2.0,,44625212967.0,20542812874.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,VI.1,5.999.664.512.958,6.953.008.291.804,,10.0,,5999664512958.0,6953008291804.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,4.602.115.018.135,5.321.688.202.863,,11.0,,4602115018135.0,5321688202863.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,1.397.549.494.823,1.631.320.088.941,,20.0,,1397549494823.0,1631320088941.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,217.131.860.091,374.436.040.648,,21.0,,217131860091.0,374436040648.0
7.,7.,7.,Chi phí tài chính,22,VI.4,866.789.449.683,1.017.965.267.734,,22.0,,866789449683.0,1017965267734.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,800.686.680.381,972.764.329.798,,23.0,,800686680381.0,972764329798.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,9.798.940.157,85.217.025.058,,24.0,,9798940157.0,85217025058.0
9.,9.,9.,Chi phí bán hàng,25,VI.5,4.973.348.677,6.428.326.997,,25.0,,4973348677.0,6428326997.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.6,471.833.758.303,577.913.392.307,,26.0,,471833758303.0,577913392307.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,280.883.738.408,488.666.167.609,,30.0,,280883738408.0,488666167609.0
12.,12.,12.,Thu nhập khác,31,VI.7,46.628.937.244,47.424.266.032,,31.0,,46628937244.0,47424266032.0
13.,13.,13.,Chi phí khác,32,VI.8,69.336.874.743,135.456.079.082,,32.0,,69336874743.0,135456079082.0
14.,14.,14.,Lợi nhuận khác,40,,(22.707.937.499),(88.031.813.050),,40.0,,-22707937499.0,-88031813050.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,258.175.800.909,400.634.354.559,,50.0,,258175800909.0,400634354559.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,,78.871.743.299,82.724.531.188,,51.0,,78871743299.0,82724531188.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,568.098.751,(3.569.355.477),,52.0,,568098751.0,-3569355477.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,178.735.958.859,321.479.178.848,,60.0,,178735958859.0,321479178848.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,7.521.352.863,157.474.040.870,,61.0,,7521352863.0,157474040870.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,171.214.605.996,164.005.137.978,,62.0,,171214605996.0,164005137978.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.10,17,350,,70.0,,17.0,350.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.10,17,350,,71.0,,17.0,350.0
