row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,18.883.330.709.902,20.400.845.708.586,,300.0,,18883330709902.0,20400845708586.0
I.,I.,I.,Nợ ngắn hạn,310,,12.173.642.240.817,12.560.550.962.233,,310.0,,12173642240817.0,12560550962233.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.17a,2.262.551.161.663,2.448.654.123.464,,311.0,,2262551161663.0,2448654123464.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.18,806.318.921.271,1.271.873.461.180,,312.0,,806318921271.0,1271873461180.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.19,249.462.096.512,307.749.988.310,,313.0,,249462096512.0,307749988310.0
4.,4.,4.,Phải trả người lao động,314,,267.076.753.809,288.881.631.017,,314.0,,267076753809.0,288881631017.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.20,1.189.644.473.633,793.280.499.432,,315.0,,1189644473633.0,793280499432.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.21,12.976.296.293,15.753.740.500,,318.0,,12976296293.0,15753740500.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.22a,2.149.837.480.414,2.061.348.496.781,,319.0,,2149837480414.0,2061348496781.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.23a,5.195.425.470.565,5.325.421.304.242,,320.0,,5195425470565.0,5325421304242.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,1.227.102.179,-,,321.0,,1227102179.0,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.24,39.122.484.478,47.587.717.307,,322.0,,39122484478.0,47587717307.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,6.709.688.469.085,7.840.294.746.353,,330.0,,6709688469085.0,7840294746353.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.17b,146.481.030.980,156.346.909.687,,331.0,,146481030980.0,156346909687.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.21,90.439.782.764,152.124.400.064,,336.0,,90439782764.0,152124400064.0
7.,7.,7.,Phải trả dài hạn khác,337,V.22b,91.647.853.477,143.346.561.236,,337.0,,91647853477.0,143346561236.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.23b,6.363.107.483.308,7.373.309.820.501,,338.0,,6363107483308.0,7373309820501.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,16.911.336.619,14.433.644.283,,341.0,,16911336619.0,14433644283.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,,1.100.981.937,733.410.582,,342.0,,1100981937.0,733410582.0
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
