row_label_raw,row_label_full,col_0,Vayngân hàng,Trái phiếu,Nợ thuê tài chínhdài hạn,Cộng,numeric__Vayngân hàng,numeric__Trái phiếu,numeric__Nợ thuê tài chínhdài hạn,numeric__Cộng
Số đầu năm,Số đầu năm,Số đầu năm,6.314.738.235.745,1.033.381.589.416,25.189.995.339,7.373.309.820.501,6314738235745.0,1033381589416.0,25189995339.0,7373309820501.0
Số tiền vay phát sinhtrong năm,Số tiền vay phát sinhtrong năm,Số tiền vay phát sinhtrong năm,375.226.989.128,-,12.638.727.274,387.865.716.402,375226989128.0,,12638727274.0,387865716402.0
Số tiền vay đã trả trongnăm,Số tiền vay đã trả trongnăm,Số tiền vay đã trả trongnăm,(7.075.322.955),-,(5.045.015.151),(12.120.338.106),-7075322955.0,,-5045015151.0,-12120338106.0
Số kết chuyển,Số kết chuyển,Số kết chuyển,(1.262.207.111.134),-,(17.071.376.881),(1.279.278.488.015),-1262207111134.0,,-17071376881.0,-1279278488015.0
Giảm do thoái vốncông ty con,Giảm do thoái vốncông ty con,Giảm do thoái vốncông ty con,(109.263.018.061),-,-,(109.263.018.061),-109263018061.0,,,-109263018061.0
Chênh lệch tỷ giá dođánh giá lại,Chênh lệch tỷ giá dođánh giá lại,Chênh lệch tỷ giá dođánh giá lại,(4.024.619.997),-,-,(4.024.619.997),-4024619997.0,,,-4024619997.0
Phân bổ chi phí pháthành trái phiếu,Phân bổ chi phí pháthành trái phiếu,Phân bổ chi phí pháthành trái phiếu,-,6.618.410.584,-,6.618.410.584,,6618410584.0,,6618410584.0
Số cuối năm,Số cuối năm,Số cuối năm,5.307.395.152.725,1.040.000.000.000,15.712.330.581,6.363.107.483.308,5307395152725.0,1040000000000.0,15712330581.0,6363107483308.0
