row_label_raw,row_label_full,col_0,Tiền lương,Thường,Thù lao,Cộng thu nhập,numeric__Tiền lương,numeric__Thường,numeric__Thù lao,numeric__Cộng thu nhập
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,,,
Ông Hồ Văn Dũng\Chủ tịch Hội đồng quản trị,Năm trước > Ông Hồ Văn Dũng\Chủ tịch Hội đồng quản trị,Ông Hồ Văn Dũng\Chủ tịch Hội đồng quản trị,625.212.182,8.000.000,-,633.212.182,625212182.0,8000000.0,,633212182.0
Ông Trần Văn Tuấn\Thành viên Hội đồng quản trị kiểm Tổng Giám đốc,Năm trước > Ông Trần Văn Tuấn\Thành viên Hội đồng quản trị kiểm Tổng Giám đốc,Ông Trần Văn Tuấn\Thành viên Hội đồng quản trị kiểm Tổng Giám đốc,374.571.429,8.000.000,84.000.000,466.571.429,374571429.0,8000000.0,84000000.0,466571429.0
Ông Phạm Văn Quản\Thành viên Hội đồng quản trị,Năm trước > Ông Phạm Văn Quản\Thành viên Hội đồng quản trị,Ông Phạm Văn Quản\Thành viên Hội đồng quản trị,550.800.000,8.000.000,-,558.800.000,550800000.0,8000000.0,,558800000.0
Ông Đăng Quốc Bảo\Thành viên Hội đồng quản trị,Năm trước > Ông Đăng Quốc Bảo\Thành viên Hội đồng quản trị,Ông Đăng Quốc Bảo\Thành viên Hội đồng quản trị,550.800.000,8.000.000,-,558.800.000,550800000.0,8000000.0,,558800000.0
Ông Nguyễn Văn Tùng\Thành viên Hội đồng quản trị,Năm trước > Ông Nguyễn Văn Tùng\Thành viên Hội đồng quản trị,Ông Nguyễn Văn Tùng\Thành viên Hội đồng quản trị,183.600.000,8.000.000,-,191.600.000,183600000.0,8000000.0,,191600000.0
Ông Phạm Đức Thành\Phó Tổng Giám đốc,Năm trước > Ông Phạm Đức Thành\Phó Tổng Giám đốc,Ông Phạm Đức Thành\Phó Tổng Giám đốc,332.401.304,8.000.000,-,340.401.304,332401304.0,8000000.0,,340401304.0
Ông Nguyễn Văn Thự\Phó Tổng Giám đốc,Năm trước > Ông Nguyễn Văn Thự\Phó Tổng Giám đốc,Ông Nguyễn Văn Thự\Phó Tổng Giám đốc,115.114.286,1.000.000,-,116.114.286,115114286.0,1000000.0,,116114286.0
Ông Hoàng Ngọc Tú\Phó Tổng Giám đốc,Năm trước > Ông Hoàng Ngọc Tú\Phó Tổng Giám đốc,Ông Hoàng Ngọc Tú\Phó Tổng Giám đốc,-,7.000.000,-,7.000.000,,7000000.0,,7000000.0
Ông Nguyễn Văn Sơn\Phó Tổng Giám đốc,Năm trước > Ông Nguyễn Văn Sơn\Phó Tổng Giám đốc,Ông Nguyễn Văn Sơn\Phó Tổng Giám đốc,-,8.000.000,-,8.000.000,,8000000.0,,8000000.0
Ông Nguyễn Văn Thắng\Trưởng Ban Kiểm soát,Năm trước > Ông Nguyễn Văn Thắng\Trưởng Ban Kiểm soát,Ông Nguyễn Văn Thắng\Trưởng Ban Kiểm soát,363.589.564,8.000.000,-,371.589.564,363589564.0,8000000.0,,371589564.0
Ông Trần Thế Anh\Thành viên Ban Kiểm soát,Năm trước > Ông Trần Thế Anh\Thành viên Ban Kiểm soát,Ông Trần Thế Anh\Thành viên Ban Kiểm soát,85.200.000,5.000.000,28.000.000,118.200.000,85200000.0,5000000.0,28000000.0,118200000.0
Bà Trần Thị Mỹ Hảo\Trưởng Ban Kiểm soát,Năm trước > Bà Trần Thị Mỹ Hảo\Trưởng Ban Kiểm soát,Bà Trần Thị Mỹ Hảo\Trưởng Ban Kiểm soát,159.474.275,3.000.000,28.000.000,190.474.275,159474275.0,3000000.0,28000000.0,190474275.0
Ông Phạm Văn Việt\Thành viên Ban Kiểm soát,Năm trước > Ông Phạm Văn Việt\Thành viên Ban Kiểm soát,Ông Phạm Văn Việt\Thành viên Ban Kiểm soát,149.356.952,3.000.000,-,152.356.952,149356952.0,3000000.0,,152356952.0
Cộng,Năm trước > Cộng,Cộng,3.490.119.992,83.000.000,140.000.000,3.713.119.992,3490119992.0,83000000.0,140000000.0,3713119992.0
