row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - NGUỒN VỐN CHỦ SỐ HỮU,D - NGUỒN VỐN CHỦ SỐ HỮU,D - NGUỒN VỐN CHỦ SỐ HỮU,D - NGUỒN VỐN CHỦ SỐ HỮU,400,,7.170.572.191.032,7.582.079.160.751,,400.0,,7170572191032.0,7582079160751.0
I.,I.,I.,Vốn chủ sở hữu,410,V.25,7.170.537.595.435,7.582.044.565.154,,410.0,,7170537595435.0,7582044565154.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.495.371.120.000,4.495.371.120.000,,411.0,,4495371120000.0,4495371120000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.495.371.120.000,4.495.371.120.000,,,,4495371120000.0,4495371120000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,,121.017.852.438,121.567.440.382,,412.0,,121017852438.0,121567440382.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,37.988.691.817,19.346.479.965,,414.0,,37988691817.0,19346479965.0
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,(1.608.267.387.373),(1.605.686.775.287),,416.0,,-1608267387373.0,-1605686775287.0
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,190.015.385.366,233.542.101.533,,417.0,,190015385366.0,233542101533.0
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,,762.228.540.816,766.899.475.459,,418.0,,762228540816.0,766899475459.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,6.798.115.744,6.798.115.744,,420.0,,6798115744.0,6798115744.0
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,,636.912.854.840,1.040.671.493.393,,421.0,,636912854840.0,1040671493393.0
-,- > -,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,629.391.501.977,1.040.671.493.393,,,,629391501977.0,1040671493393.0
-,- > -,-,LNST chưa phân phối kỳ này,421b,,7.521.352.863,-,,,,7521352863.0,
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,9.749.706,9.749.706,,422.0,,9749706.0,9749706.0
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,2.528.462.672.081,2.503.525.364.259,,429.0,,2528462672081.0,2503525364259.0
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,34.595.597,34.595.597,,430.0,,34595597.0,34595597.0
1.,- > 1.,1.,Nguồn kinh phí,431,,34.595.597,34.595.597,,431.0,,34595597.0,34595597.0
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cổ định,432,,-,-,,432.0,,,
TỔNG CỘNG NGUỒN VỐN,- > TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,26.053.902.900.934,27.982.924.869.337,,440.0,,26053902900934.0,27982924869337.0
