row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,13.814.879.757.075,15.051.633.953.710,,200.0,,13814879757075.0,15051633953710.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,1.035.053.164.657,1.130.447.961.463,,210.0,,1035053164657.0,1130447961463.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,V.3b,440.039.189.694,453.837.781.391,,211.0,,440039189694.0,453837781391.0
2.,2.,2.,Trả trước cho người bán dài hạn,212,,-,-,,212.0,,,
3.,3.,3.,Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,,213.0,,,
4.,4.,4.,Phải thu nội bộ dài hạn,214,,-,-,,214.0,,,
5.,5.,5.,Phải thu về cho vay dài hạn,215,V.5b,587.989.026.998,610.401.706.736,,215.0,,587989026998.0,610401706736.0
6.,6.,6.,Phải thu dài hạn khác,216,V.6b,7.024.947.965,66.208.473.336,,216.0,,7024947965.0,66208473336.0
7.,7.,7.,Dự phòng phải thu dài hạn khó đòi,219,,-,-,,219.0,,,
II.,II.,II.,Tài sản cố định,220,,9.532.939.040.898,9.495.395.155.492,,220.0,,9532939040898.0,9495395155492.0
1.,1.,1.,Tài sản cố định hữu hình,221,V.11,9.476.472.181.517,9.431.833.254.498,,221.0,,9476472181517.0,9431833254498.0
,,,Nguyên giá,222,,17.995.035.979.640,18.347.167.201.440,,222.0,,17995035979640.0,18347167201440.0
,,,Giá trị hao mòn lũy kế,223,,(8.518.563.798.123),(8.915.333.946.942),,223.0,,-8518563798123.0,-8915333946942.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,V.12,47.809.171.227,52.133.596.892,,224.0,,47809171227.0,52133596892.0
,,,Nguyên giá,225,,79.407.784.501,72.626.177.682,,225.0,,79407784501.0,72626177682.0
,,,Giá trị hao mòn lũy kế,226,,(31.598.613.274),(20.492.580.790),,226.0,,-31598613274.0,-20492580790.0
3.,3.,3.,Tài sản cố định vô hình,227,V.13,8.657.688.154,11.428.304.102,,227.0,,8657688154.0,11428304102.0
,,,Nguyên giá,228,,14.097.397.123,17.272.916.011,,228.0,,14097397123.0,17272916011.0
,,,Giá trị hao mòn lũy kế,229,,(5.439.708.969),(5.844.611.909),,229.0,,-5439708969.0,-5844611909.0
III.,III.,III.,Bất động sản đầu tư,230,,-,-,,230.0,,,
,,,Nguyên giá,231,,-,-,,231.0,,,
,,,Giá trị hao mòn lũy kế,232,,-,-,,232.0,,,
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,192.300.489.881,774.716.227.526,,240.0,,192300489881.0,774716227526.0
1.,1.,1.,"Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,,241.0,,,
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,V.14,192.300.489.881,774.716.227.526,,242.0,,192300489881.0,774716227526.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,2.719.527.790.323,3.178.208.145.849,,250.0,,2719527790323.0,3178208145849.0
1.,1.,1.,Đầu tư vào công ty con,251,,-,-,,251.0,,,
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,V.2c,2.403.122.974.806,2.860.162.125.765,,252.0,,2403122974806.0,2860162125765.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,V.2d,354.953.481.478,352.989.875.478,,253.0,,354953481478.0,352989875478.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,V.2d,(39.548.665.961),(35.303.855.394),,254.0,,-39548665961.0,-35303855394.0
5.,5.,5.,Đầu tư nấm giữ đến ngày đáo hạn,255,V.2b,1.000.000.000,360.000.000,,255.0,,1000000000.0,360000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,335.059.271.316,472.866.463.380,,260.0,,335059271316.0,472866463380.0
1.,1.,1.,Chi phí trả trước dài hạn,261,V.10b,175.201.454.418,292.119.941.774,,261.0,,175201454418.0,292119941774.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,6.962.386.535,5.335.893.433,,262.0,,6962386535.0,5335893433.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,V.15,21.003.637.490,22.189.109.078,,263.0,,21003637490.0,22189109078.0
4.,4.,4.,Tài sản dài hạn khác,268,,-,-,,268.0,,,
5.,5.,5.,Lợi thế thương mại,269,V.16,131.891.792.873,153.221.519.095,,269.0,,131891792873.0,153221519095.0
,,,TỔNG CỘNG TÀI SẢN,270,,26.053.902.900.934,27.982.924.869.337,,270.0,,26053902900934.0,27982924869337.0
