row_label_raw,row_label_full,col_0,Sản xuất công nghiệp,Xây lắp,Lĩnh vực khác,Cộng,numeric__Sản xuất công nghiệp,numeric__Xây lắp,numeric__Lĩnh vực khác,numeric__Cộng
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,,,(78.871.743.299),,,,-78871743299.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,,,,(568.098.751),,,,-568098751.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,,,,178.735.958.859,,,,178735958859.0
Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,271.964.702.561,75.042.351.103,6.709.116.953,353.716.170.617,271964702561.0,75042351103.0,6709116953.0,353716170617.0
Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,418.559.650.432,223.104.892.284,34.971.719.315,676.636.262.031,418559650432.0,223104892284.0,34971719315.0,676636262031.0
Năm trước,Năm trước,Năm trước,,,,,,,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Năm trước > Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,2.161.100.249.265,4.324.704.299.038,467.203.743.501,6.953.008.291.804,2161100249265.0,4324704299038.0,467203743501.0,6953008291804.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,,,,,,,,
Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,2.161.100.249.265,4.324.704.299.038,467.203.743.501,6.953.008.291.804,2161100249265.0,4324704299038.0,467203743501.0,6953008291804.0
Kết quả kinh doanh theo bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Kết quả kinh doanh theo bộ phận,Kết quả kinh doanh theo bộ phận,995.500.538.900,483.000.438.321,152.819.111.720,1.631.320.088.941,995500538900.0,483000438321.0,152819111720.0,1631320088941.0
Các chi phí không phân bổ theo bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Các chi phí không phân bổ theo bộ phận,Các chi phí không phân bổ theo bộ phận,,,,(584.341.719.304),,,,-584341719304.0
Lợi nhuận từ hoạt động kinh doanh,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,,,,1.046.978.369.637,,,,1046978369637.0
