row_label_raw,row_label_full,col_0,Tiền lương,Thường,Thù lao,Cộng thu nhập,numeric__Tiền lương,numeric__Thường,numeric__Thù lao,numeric__Cộng thu nhập
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,
Ông Hồ Văn Dũng\Chủ tịch Hội đồng quản trị,Năm nay > Ông Hồ Văn Dũng\Chủ tịch Hội đồng quản trị,Ông Hồ Văn Dũng\Chủ tịch Hội đồng quản trị,629.285.909,6.000.000,-,635.285.909,629285909.0,6000000.0,,635285909.0
Ông Trần Văn Tuấn\Thành viên Hội đồng quản trị kiểm Tổng Giám đốc,Năm nay > Ông Trần Văn Tuấn\Thành viên Hội đồng quản trị kiểm Tổng Giám đốc,Ông Trần Văn Tuấn\Thành viên Hội đồng quản trị kiểm Tổng Giám đốc,534.645.455,6.000.000,84.000.000,624.645.455,534645455.0,6000000.0,84000000.0,624645455.0
Ông Phạm Văn Quản\Thành viên Hội đồng quản trị,Năm nay > Ông Phạm Văn Quản\Thành viên Hội đồng quản trị,Ông Phạm Văn Quản\Thành viên Hội đồng quản trị,548.087.727,6.000.000,-,554.087.727,548087727.0,6000000.0,,554087727.0
Ông Đặng Quốc Bảo\Thành viên Hội đồng quản trị,Năm nay > Ông Đặng Quốc Bảo\Thành viên Hội đồng quản trị,Ông Đặng Quốc Bảo\Thành viên Hội đồng quản trị,533.483.182,6.000.000,-,539.483.182,533483182.0,6000000.0,,539483182.0
Ông Phạm Đức Thành\Phó Tổng Giám đốc,Năm nay > Ông Phạm Đức Thành\Phó Tổng Giám đốc,Ông Phạm Đức Thành\Phó Tổng Giám đốc,358.272.213,6.000.000,-,364.272.213,358272213.0,6000000.0,,364272213.0
Ông Nguyễn Văn Thự \Phó Tổng Giám đốc,Năm nay > Ông Nguyễn Văn Thự \Phó Tổng Giám đốc,Ông Nguyễn Văn Thự \Phó Tổng Giám đốc,353.352.273,6.000.000,-,359.352.273,353352273.0,6000000.0,,359352273.0
Ông Hoàng Ngọc Tú\Phó Tổng Giám đốc,Năm nay > Ông Hoàng Ngọc Tú\Phó Tổng Giám đốc,Ông Hoàng Ngọc Tú\Phó Tổng Giám đốc,67.041.818,-,-,67.041.818,67041818.0,,,67041818.0
Ông Nguyễn Văn Sơn\Phó Tổng Giám đốc,Năm nay > Ông Nguyễn Văn Sơn\Phó Tổng Giám đốc,Ông Nguyễn Văn Sơn\Phó Tổng Giám đốc,208.000.000,6.000.000,-,214.000.000,208000000.0,6000000.0,,214000000.0
Ông Nguyễn Văn Thắng\Trường Ban Kiểm soát,Năm nay > Ông Nguyễn Văn Thắng\Trường Ban Kiểm soát,Ông Nguyễn Văn Thắng\Trường Ban Kiểm soát,370.260.000,6.000.000,-,376.260.000,370260000.0,6000000.0,,376260000.0
Ông Trần Thế Anh\Thành viên Ban Kiểm soát,Năm nay > Ông Trần Thế Anh\Thành viên Ban Kiểm soát,Ông Trần Thế Anh\Thành viên Ban Kiểm soát,174.643.864,6.000.000,48.000.000,228.643.864,174643864.0,6000000.0,48000000.0,228643864.0
,,,3.777.072.441,54.000.000,132.000.000,3.963.072.441,3777072441.0,54000000.0,132000000.0,3963072441.0
