row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc",Máy móc vàthiết bị,"Phương tiện vântải, truyền dẫn","Thiết bị, dụngcụ quản lý",Tài sảncó định khác,Cộng,"numeric__Nhà cửa,vật kiến trúc",numeric__Máy móc vàthiết bị,"numeric__Phương tiện vântải, truyền dẫn","numeric__Thiết bị, dụngcụ quản lý",numeric__Tài sảncó định khác,numeric__Cộng
"Thanh lý, nhượng bán","Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(196.892.996.411),(36.892.902.287),(166.871.860),-,(233.952.770.558),,-196892996411.0,-36892902287.0,-166871860.0,,-233952770558.0
Giảm do hợp nhất,Giảm do hợp nhất,Giảm do hợp nhất,(35.047.928.747),(85.712.906.970),(31.975.559.020),(2.740.175.892),-,(155.476.570.629),-35047928747.0,-85712906970.0,-31975559020.0,-2740175892.0,,-155476570629.0
Phân loại lại,Phân loại lại,Phân loại lại,-,4.290.456.042,(4.290.456.042),-,-,-,,4290456042.0,-4290456042.0,,,
Số cuối năm,Số cuối năm,Số cuối năm,2.922.268.550.211,4.618.153.302.946,874.534.181.547,26.813.370.100,76.794.393.319,8.518.563.798.123,2922268550211.0,4618153302946.0,874534181547.0,26813370100.0,76794393319.0,8518563798123.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,,,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,6.278.195.854.757,2.678.123.911.549,261.266.964.711,6.582.757.649,207.663.765.832,9.431.833.254.498,6278195854757.0,2678123911549.0,261266964711.0,6582757649.0,207663765832.0,9431833254498.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,6.402.442.479.737,2.652.692.375.841,217.346.597.283,7.843.245.779,196.147.482.877,9.476.472.181.517,6402442479737.0,2652692375841.0,217346597283.0,7843245779.0,196147482877.0,9476472181517.0
