row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2015,01/01/2015,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
VIII. Vốn chủ sở hữu,VIII. Vốn chủ sở hữu,VIII. Vốn chủ sở hữu,V.16,3.215.227.454.128,3.210.622.261.771,,3215227454128.0,3210622261771.0
1. Vốn của TCTD,1. Vốn của TCTD,1. Vốn của TCTD,,2.980.571.140.030,2.980.571.140.030,,2980571140030.0,2980571140030.0
a. Vốn điều lệ,a. Vốn điều lệ,a. Vốn điều lệ,,3.010.215.520.000,3.010.215.520.000,,3010215520000.0,3010215520000.0
b. Vốn đầu tư XDCB,b. Vốn đầu tư XDCB,b. Vốn đầu tư XDCB,,-,-,,,
c. Thặng dư vốn cổ phần,c. Thặng dư vốn cổ phần,c. Thặng dư vốn cổ phần,,-,-,,,
d. Cổ phiếu quỹ,c. Thặng dư vốn cổ phần > d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,,(29.644.379.970),(29.644.379.970),,-29644379970.0,-29644379970.0
2. Quỹ của TCTD,c. Thặng dư vốn cổ phần > 2. Quỹ của TCTD,2. Quỹ của TCTD,,149.454.270.308,142.133.430.192,,149454270308.0,142133430192.0
3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,,-,-,,,
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,,-,-,,,
5. Lợi nhuận chưa phân phối/Lỗ lũy kế,4. Chênh lệch đánh giá lại tài sản > 5. Lợi nhuận chưa phân phối/Lỗ lũy kế,5. Lợi nhuận chưa phân phối/Lỗ lũy kế,,85.202.043.790,87.917.691.549,,85202043790.0,87917691549.0
Lợi nhuận / (lỗ) năm nay,4. Chênh lệch đánh giá lại tài sản > Lợi nhuận / (lỗ) năm nay,Lợi nhuận / (lỗ) năm nay,,5.335.703.709,8.051.351.469,,5335703709.0,8051351469.0
Lợi nhuận / (lỗ) năm trước,4. Chênh lệch đánh giá lại tài sản > Lợi nhuận / (lỗ) năm trước,Lợi nhuận / (lỗ) năm trước,,79.866.340.081,79.866.340.081,,79866340081.0,79866340081.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,4. Chênh lệch đánh giá lại tài sản > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,,48.230.798.775.800,36.838.573.610.183,,48230798775800.0,36838573610183.0
