row_label_raw,row_label_full,CHỈ TIÊU > Số dư tại ngày 01/01/2014 > Tăng trong năm > - Lợi nhuận tăng trong năm,Vốn góp chủ sở hữu > 3.010.215.520.000 > -,Cổ phiếu quỹ > (29.644.379.970) > -,Quỹ khác > 29.644.379.970 > -,Quỹ đầu tư phát triển > 1.104.851.822 > -,Quỹ dự phòng tài chính > 61.607.134.914 > 9.455.526.409 > -,Quỹ dự trữ bổ sung vốn điều lệ > 30.985.933.824 > 9.335.603.254 > -,Lợi nhuận chưa phân phối > 98.657.469.742 > (10.739.778.193) > 8.051.351.469,Tổng > 3.202.570.910.302 > 8.051.351.469,numeric__Vốn góp chủ sở hữu > 3.010.215.520.000 > -,numeric__Cổ phiếu quỹ > (29.644.379.970) > -,numeric__Quỹ khác > 29.644.379.970 > -,numeric__Quỹ đầu tư phát triển > 1.104.851.822 > -,numeric__Quỹ dự phòng tài chính > 61.607.134.914 > 9.455.526.409 > -,numeric__Quỹ dự trữ bổ sung vốn điều lệ > 30.985.933.824 > 9.335.603.254 > -,numeric__Lợi nhuận chưa phân phối > 98.657.469.742 > (10.739.778.193) > 8.051.351.469,numeric__Tổng > 3.202.570.910.302 > 8.051.351.469
- Trích lập các quỹ,- Trích lập các quỹ,- Trích lập các quỹ,-,-,-,-,9.455.526.409,9.335.603.254,(18.791.129.662),-,,,,,9455526409.0,9335603254.0,-18791129662.0,
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,-,-,-,-,-,,,,,,,,
Số dư tại ngày 31/12/2014,Giảm trong năm > Số dư tại ngày 31/12/2014,Số dư tại ngày 31/12/2014,3.010.215.520.000,(29.644.379.970),29.644.379.970,1.104.851.822,71.062.661.323,40.321.537.078,87.917.691.549,3.210.622.261.771,3010215520000.0,-29644379970.0,29644379970.0,1104851822.0,71062661323.0,40321537078.0,87917691549.0,3210622261771.0
Số dư tại ngày 01/01/2015,Giảm trong năm > Số dư tại ngày 01/01/2015,Số dư tại ngày 01/01/2015,3.010.215.520.000,(29.644.379.970),29.644.379.970,1.104.851.822,71.062.661.323,40.321.537.078,87.917.691.549,3.210.622.261.771,3010215520000.0,-29644379970.0,29644379970.0,1104851822.0,71062661323.0,40321537078.0,87917691549.0,3210622261771.0
- Lợi nhuận tăng trong năm,Giảm trong năm > - Lợi nhuận tăng trong năm,- Lợi nhuận tăng trong năm,-,-,-,-,-,-,5.335.703.709,5.335.703.709,,,,,,,5335703709.0,5335703709.0
- Lợi nhuận 2014 của Amc,Giảm trong năm > - Lợi nhuận 2014 của Amc,- Lợi nhuận 2014 của Amc,-,-,-,-,-,-,82.915.326,82.915.326,,,,,,,82915326.0,82915326.0
- Trích lập các quỹ,Giảm trong năm > - Trích lập các quỹ,- Trích lập các quỹ,-,-,-,-,3.660.420.058,3.660.420.058,(8.134.266.794),(813.426.678),,,,,3660420058.0,3660420058.0,-8134266794.0,-813426678.0
Số dư tại ngày 31/12/2015,Giảm trong năm > Số dư tại ngày 31/12/2015,Số dư tại ngày 31/12/2015,3.010.215.520.000,(29.644.379.970),29.644.379.970,1.104.851.822,74.723.081.381,43.981.957.136,85.202.043.790,3.215.227.454.128,3010215520000.0,-29644379970.0,29644379970.0,1104851822.0,74723081381.0,43981957136.0,85202043790.0,3215227454128.0
