row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2015,Năm 2014,numeric__Thuyết minh,numeric__Năm 2015,numeric__Năm 2014
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,1.795.283.839.057,1.255.275.412.218,,1795283839057.0,1255275412218.0
02. Chỉ phí lãi và các khoản thu nhập tương tự đã trả,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chỉ phí lãi và các khoản thu nhập tương tự đã trả,02. Chỉ phí lãi và các khoản thu nhập tương tự đã trả,,(1.767.686.344.603),(1.655.937.219.182),,-1767686344603.0,-1655937219182.0
03. Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập từ hoạt động dịch vụ nhận được,03. Thu nhập từ hoạt động dịch vụ nhận được,,1.361.852.352,(6.902.382.036),,1361852352.0,-6902382036.0
"04. Chênh lệch số tiền thực thu/ thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/ thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/ thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,4.531.361.790,72.013.249.081,,4531361790.0,72013249081.0
05. Thu nhập khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05. Thu nhập khác,05. Thu nhập khác,,(36.337.206.799),(5.706.270.783),,-36337206799.0,-5706270783.0
"06. Tiền thu các khoản nợ đã được xử lý hoá, bù đáp bằng nguồn rủi ro","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý hoá, bù đáp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý hoá, bù đáp bằng nguồn rủi ro",,2.177.884.781,30.300.000,,2177884781.0,30300000.0
"07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(637.480.357.263),(567.798.990.910),,-637480357263.0,-567798990910.0
08. Tiền thuế thu nhập thực nộp trong kỳ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuế thu nhập thực nộp trong kỳ,08. Tiền thuế thu nhập thực nộp trong kỳ,,(2.000.000.000),-,,-2000000000.0,
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,(640.148.970.685),(909.025.901.612),,-640148970685.0,-909025901612.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09. (Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > 09. (Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,09. (Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,,2.115.000.000.000,(2.500.000.000.000),,2115000000000.0,-2500000000000.0
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > 10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(4.887.226.221.701),(1.372.614.408.468),,-4887226221701.0,-1372614408468.0
11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > 11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,3.407.125.092,(52.132.884),,3407125092.0,-52132884.0
12. (Tăng)/Giảm các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > 12. (Tăng)/Giảm các khoản cho vay khách hàng,12. (Tăng)/Giảm các khoản cho vay khách hàng,,(3.790.784.925.302),(3.165.266.463.230),,-3790784925302.0,-3165266463230.0
13. (Tăng)/Giảm nguồn dự phòng để bù đáp tổn thất các khoản,Những thay đổi về tài sản hoạt động > 13. (Tăng)/Giảm nguồn dự phòng để bù đáp tổn thất các khoản,13. (Tăng)/Giảm nguồn dự phòng để bù đáp tổn thất các khoản,,(22.934.087.736),(11.631.227.964),,-22934087736.0,-11631227964.0
14. (Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > 14. (Tăng)/Giảm khác về tài sản hoạt động,14. (Tăng)/Giảm khác về tài sản hoạt động,,(1.043.237.206.656),(480.030.148.499),,-1043237206656.0,-480030148499.0
