row_label_raw,row_label_full,22.540 VND/USD,188.35 VND/JPY,numeric__188.35 VND/JPY
16.366 VND/CAD,16.366 VND/CAD,16.366 VND/CAD,16.534 VND/AUD,
24.785 VND/EUR,24.785 VND/EUR,24.785 VND/EUR,16.045 VND/SGD,
33.577VND/GBP,33.577VND/GBP,33.577VND/GBP,"22,947 VND/CHF",
3.386.000 VND/1 CHI VANG,3.386.000 VND/1 CHI VANG,3.386.000 VND/1 CHI VANG,,
